position,subprotocol,length,nearest_token_ids,displacement_q05,displacement_median,displacement_q95,separation_margin,mean_separation,linear_auc,balanced_accuracy,fpr_at_95_tpr,compact_radius_q95,pairwise_mean,pairwise_q05,sample_blank_margin,cluster_blank_margin,density_blank_margin,source_escape_q05,center_norm_pre_normalization,shift_certified,separator_certified,compact_certified,sample_blank_certified,cluster_blank_certified,density_blank_certified,blank_region_certified
suffix,separator,1,8053,0.11199067465408728,0.19200949326958996,0.32413478261932926,0.0015767802141313514,0.1679881702487344,0.989715576171875,0.953125,0.046875,0.6190613123782482,0.7092788176628072,0.6483599756953154,-0.12649806829991928,-0.9873281422149965,-0.7852525966692139,-0.1258964539119939,0.8428732428887504,True,True,False,False,False,False,False
suffix,separator,2,"9060,13793",0.251009122847413,0.36500610719334126,0.47070414125670984,0.15241153647169176,0.30413142450120006,1.0,0.998046875,0.0,0.5441220047992081,0.7862079111865603,0.7272575022129989,-0.02796248079712982,-0.7761731053949905,-0.6611291044717297,-0.12566830359045875,0.8872472460618969,True,True,False,False,False,False,False
suffix,separator,4,"31118,16991,2879,31765",0.37292644374596384,0.4788095749143021,0.582424063567582,0.2674071868140467,0.4105732095918149,1.0,1.0,0.0,0.4761986894835678,0.8395117480500695,0.7907314536419047,0.11184431040894538,-0.6104631573398381,-0.5265592507536726,-0.07063795995675767,0.9163823124575415,True,True,False,True,False,False,False
suffix,separator,8,"24272,20897,19742,2007,3656,16112,1023,15231",0.4474747461344771,0.5372910073306316,0.6382492100908101,0.33158841987516796,0.4448413790552955,1.0,1.0,0.0,0.41548571653615235,0.891549099887223,0.8477302036535426,0.193408417094509,-0.52034641794238,-0.46233545320699704,-0.08195763615697302,0.9444742486318464,True,True,False,True,False,False,False
suffix,separator,16,"30348,28563,16587,19085,14112,5685,707,29901,6682,31894,14621,26098,25435,18208,26077,18444",0.42295084242077446,0.5201823367497986,0.6177126629493412,0.3043344266314194,0.4315113258542394,1.0,1.0,0.0,0.41615526030667027,0.8810113785019752,0.8412088058604399,0.18879286067019785,-0.5412909348834112,-0.473185161790012,-0.09081244077737263,0.9390333116344936,True,True,False,True,False,False,False
