prefix_length,trigger,component_token_ids,objective,constraint_violation,feasible,core_feasible,structure_feasible,low_gain_mean,low_positive_gain,low_gain_q10,low_coverage,high_gain_q05,high_gain_mean,high_state_retention,global_drop_rate,range_ratio,spearman,low_threshold,high_threshold,violation_low_coverage,violation_high_tail,violation_high_state,violation_drop_rate,structure_violation_range,structure_violation_rank
1,lucrarea,30332,0.08590757325291633,0.0,True,True,True,0.05084251413742701,0.05084251413742701,0.03681052327156067,1.0,-0.018059000372886658,0.00496516777918889,1.0,0.01932367149758454,0.8627769150062327,0.9938618925831202,0.6292823553085327,0.8198487758636475,0.0,0.0,0.0,0.0,0.0,0.0
