iteration,objective,soft_separation,soft_compact_radius,soft_blank_margin
0.0,-0.04568594694137573,-0.04568594694137573,0.6005762815475464,-0.017955541610717773
1.0,-0.05094566196203232,-0.05094566196203232,0.6044015884399414,-0.02183133363723755
2.0,-0.02529369294643402,-0.02529369294643402,0.6049612760543823,-0.022987067699432373
3.0,-0.02059447020292282,-0.02059447020292282,0.6057649254798889,-0.02358609437942505
4.0,-0.01830943673849106,-0.01830943673849106,0.6147252917289734,-0.03473842144012451
5.0,-0.0005213543772697449,-0.0005213543772697449,0.6011597514152527,-0.018813371658325195
6.0,-0.051340118050575256,-0.051340118050575256,0.6130463480949402,-0.0352628231048584
7.0,0.01926981657743454,0.01926981657743454,0.6034603118896484,-0.01991093158721924
8.0,-0.02343370020389557,-0.02343370020389557,0.6069826483726501,-0.021702885627746582
9.0,-0.0007549077272415161,-0.0007549077272415161,0.6003930568695068,-0.013372600078582764
10.0,-0.031005539000034332,-0.031005539000034332,0.5969801545143127,-0.012543439865112305
11.0,-0.009525030851364136,-0.009525030851364136,0.601749837398529,-0.016710281372070312
12.0,-0.012437373399734497,-0.012437373399734497,0.6033031940460205,-0.01755809783935547
13.0,0.01024329662322998,0.01024329662322998,0.5895981788635254,-0.006094992160797119
14.0,-0.01120574027299881,-0.01120574027299881,0.5978894233703613,-0.013165533542633057
15.0,-0.016212522983551025,-0.016212522983551025,0.6018331050872803,-0.016959726810455322
16.0,0.00040959566831588745,0.00040959566831588745,0.598796546459198,-0.01608484983444214
17.0,-0.006603725254535675,-0.006603725254535675,0.5924209952354431,-0.007188200950622559
18.0,-0.02763165533542633,-0.02763165533542633,0.599895715713501,-0.015145182609558105
19.0,0.011955194175243378,0.011955194175243378,0.6035046577453613,-0.019636094570159912
20.0,-0.006643772125244141,-0.006643772125244141,0.5998334884643555,-0.017879188060760498
21.0,-0.03174661099910736,-0.03174661099910736,0.5919123291969299,-0.008204519748687744
22.0,-0.0045633018016815186,-0.0045633018016815186,0.6010623574256897,-0.017373204231262207
23.0,-0.01934143155813217,-0.01934143155813217,0.6014127731323242,-0.019396305084228516
24.0,-0.01766885071992874,-0.01766885071992874,0.5943878889083862,-0.007293403148651123
25.0,0.008071422576904297,0.008071422576904297,0.6017590761184692,-0.014345109462738037
26.0,0.009730204939842224,0.009730204939842224,0.5988205671310425,-0.011542022228240967
27.0,-0.013361856341362,-0.013361856341362,0.6019747257232666,-0.015457868576049805
28.0,-0.04269510507583618,-0.04269510507583618,0.6036455631256104,-0.016913533210754395
29.0,0.016487054526805878,0.016487054526805878,0.5955327749252319,-0.007076740264892578
30.0,-0.011002540588378906,-0.011002540588378906,0.5830715298652649,0.0026367902755737305
31.0,0.01793176680803299,0.01793176680803299,0.5986567735671997,-0.01492929458618164
32.0,-0.004282087087631226,-0.004282087087631226,0.5989636182785034,-0.013564705848693848
33.0,0.0013735219836235046,0.0013735219836235046,0.5888384580612183,-0.0023671388626098633
34.0,-0.012330040335655212,-0.012330040335655212,0.6058586835861206,-0.020722806453704834
35.0,-0.023551292717456818,-0.023551292717456818,0.5936980843544006,-0.010590612888336182
36.0,-0.014948643743991852,-0.014948643743991852,0.5893682241439819,-0.004437804222106934
37.0,-0.0070542022585868835,-0.0070542022585868835,0.5926645994186401,-0.007545888423919678
38.0,-0.010748736560344696,-0.010748736560344696,0.588957667350769,-0.00212252140045166
39.0,0.005258195102214813,0.005258195102214813,0.6060848236083984,-0.02071976661682129
40.0,-0.0204322412610054,-0.0204322412610054,0.6040279865264893,-0.014431774616241455
41.0,0.0044538602232933044,0.0044538602232933044,0.5956049561500549,-0.007026493549346924
42.0,0.01649835705757141,0.01649835705757141,0.6109304428100586,-0.022388339042663574
43.0,0.030702486634254456,0.030702486634254456,0.6050869226455688,-0.017798006534576416
44.0,0.00951964408159256,0.00951964408159256,0.6012139916419983,-0.014821529388427734
45.0,0.02208206057548523,0.02208206057548523,0.5955837368965149,-0.006772100925445557
46.0,0.01974894106388092,0.01974894106388092,0.5916046500205994,-0.002925395965576172
47.0,0.049215175211429596,0.049215175211429596,0.5970302820205688,-0.00911867618560791
48.0,-0.025669924914836884,-0.025669924914836884,0.597255289554596,-0.009203910827636719
49.0,0.01536925882101059,0.01536925882101059,0.5973276495933533,-0.008184194564819336
50.0,-0.012608766555786133,-0.012608766555786133,0.5811312198638916,0.009471714496612549
51.0,-0.010666288435459137,-0.010666288435459137,0.6030071377754211,-0.017071962356567383
52.0,-0.01843336969614029,-0.01843336969614029,0.5927310585975647,-0.004540920257568359
53.0,0.027271315455436707,0.027271315455436707,0.6065657734870911,-0.021334290504455566
54.0,0.0077733248472213745,0.0077733248472213745,0.5870375037193298,0.0018863081932067871
55.0,0.022276245057582855,0.022276245057582855,0.5870769023895264,0.0041561126708984375
56.0,0.05058429390192032,0.05058429390192032,0.5939595699310303,-0.005495011806488037
57.0,0.015689820051193237,0.015689820051193237,0.6015281677246094,-0.01090770959854126
58.0,-0.014853715896606445,-0.014853715896606445,0.5980409383773804,-0.007999598979949951
59.0,0.020378105342388153,0.020378105342388153,0.5969603657722473,-0.010568499565124512
60.0,0.013531073927879333,0.013531073927879333,0.596725344657898,-0.005343079566955566
61.0,0.01911463588476181,0.01911463588476181,0.5941130518913269,-0.0029947757720947266
62.0,0.016935475170612335,0.016935475170612335,0.5896516442298889,0.00047916173934936523
63.0,0.00332554429769516,0.00332554429769516,0.5913262367248535,0.0019981861114501953
64.0,9.467452764511108e-05,9.467452764511108e-05,0.5918796062469482,-0.003510773181915283
65.0,0.03193863481283188,0.03193863481283188,0.5898107886314392,0.0024147629737854004
66.0,0.04849061369895935,0.04849061369895935,0.6004828810691833,-0.011068284511566162
67.0,0.01122022420167923,0.01122022420167923,0.5795116424560547,0.010105609893798828
68.0,0.04820234328508377,0.04820234328508377,0.5889684557914734,0.00482022762298584
69.0,0.019810110330581665,0.019810110330581665,0.5961524248123169,-0.004782736301422119
70.0,0.06361450999975204,0.06361450999975204,0.5961548089981079,-0.003383815288543701
71.0,0.05236884206533432,0.05236884206533432,0.581900954246521,0.011536717414855957
72.0,0.052258118987083435,0.052258118987083435,0.5858782529830933,0.002937495708465576
73.0,0.041269898414611816,0.041269898414611816,0.590193510055542,0.001537322998046875
74.0,0.039385803043842316,0.039385803043842316,0.5994866490364075,-0.007299661636352539
75.0,0.043376438319683075,0.043376438319683075,0.5899270176887512,0.0028888583183288574
76.0,0.044130951166152954,0.044130951166152954,0.5939814448356628,-0.0020118355751037598
77.0,0.024401791393756866,0.024401791393756866,0.580567479133606,0.012765824794769287
78.0,0.03051690012216568,0.03051690012216568,0.6032678484916687,-0.01025092601776123
79.0,0.01935678720474243,0.01935678720474243,0.5871602296829224,0.0070456862449646
80.0,0.019982539117336273,0.019982539117336273,0.5915929079055786,0.001315295696258545
81.0,0.01119203120470047,0.01119203120470047,0.580216109752655,0.01467806100845337
82.0,0.021344564855098724,0.021344564855098724,0.5869845151901245,0.004416704177856445
83.0,0.06525246053934097,0.06525246053934097,0.5881083607673645,0.009301722049713135
84.0,0.012582413852214813,0.012582413852214813,0.6027931571006775,-0.013957738876342773
85.0,0.050815366208553314,0.050815366208553314,0.587240993976593,0.007405400276184082
86.0,0.021075405180454254,0.021075405180454254,0.585960328578949,0.006104826927185059
87.0,0.05996503680944443,0.05996503680944443,0.5928859114646912,0.002155005931854248
88.0,0.06431879103183746,0.06431879103183746,0.5957849025726318,-0.0004559755325317383
89.0,0.043760575354099274,0.043760575354099274,0.5802459716796875,0.013682663440704346
90.0,0.06015551835298538,0.06015551835298538,0.5753957629203796,0.020248234272003174
91.0,0.06654196232557297,0.06654196232557297,0.5849512815475464,0.009714663028717041
92.0,0.07554013282060623,0.07554013282060623,0.5765026807785034,0.018730461597442627
93.0,0.051565222442150116,0.051565222442150116,0.5888877511024475,0.00665658712387085
94.0,0.0360587015748024,0.0360587015748024,0.5918014049530029,0.003355264663696289
95.0,0.06342846900224686,0.06342846900224686,0.5942423343658447,0.001786947250366211
96.0,0.0391746386885643,0.0391746386885643,0.5813813805580139,0.01448732614517212
97.0,0.07642178982496262,0.07642178982496262,0.5906233191490173,0.006351590156555176
98.0,0.07526753097772598,0.07526753097772598,0.5754714608192444,0.018308639526367188
99.0,0.06947057694196701,0.06947057694196701,0.5771657228469849,0.022103309631347656
