pool_index,token_id,literal,raw_vocab,category,component_ids,pool_source
1408,20980, Direkt,▁Direkt,OK,"(20980,)",random
1409,360, few,▁few,OK,"(360,)",random
1410,23765,hurst,hurst,OK,"(23765,)",random
1411,24734, Cyprus,▁Cyprus,OK,"(24734,)",random
1412,26931, șans,▁șans,OK,"(26931,)",random
1413,15874, Ruth,▁Ruth,OK,"(15874,)",random
1414,27266, Belgique,▁Belgique,OK,"(27266,)",random
1415,13102, mou,▁mou,OK,"(13102,)",random
1416,14097, boiler,▁boiler,OK,"(14097,)",random
1417,3589,urs,urs,OK,"(3589,)",random
1418,24648, Kompetenz,▁Kompetenz,OK,"(24648,)",random
1419,16991,izează,izează,OK,"(16991,)",random
1420,27389, Lille,▁Lille,OK,"(27389,)",random
1421,21154, illnesses,▁illnesses,OK,"(21154,)",random
