pool_index,token_id,literal,raw_vocab,category,component_ids,pool_source
0,30664, LGBTQ,▁LGBTQ,OK,"(30664,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
1,10434, marijuana,▁marijuana,OK,"(10434,)",prefix_blank+prefix_compact+prefix_separator+random_compact+random_separator+suffix_separator
2,29184, Minecraft,▁Minecraft,OK,"(29184,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
3,29657, Timisoara,▁Timisoara,OK,"(29657,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
4,26398, LGBT,▁LGBT,OK,"(26398,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
5,17541, autism,▁autism,OK,"(17541,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
6,31926, schizophrenia,▁schizophrenia,OK,"(31926,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
7,27777, Autism,▁Autism,OK,"(27777,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
8,23549, Diabetes,▁Diabetes,OK,"(23549,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
9,18116, Youtube,▁Youtube,OK,"(18116,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
10,21681, racism,▁racism,OK,"(21681,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
11,10278, vegan,▁vegan,OK,"(10278,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
12,23713, racist,▁racist,OK,"(23713,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
13,13864, smartphones,▁smartphones,OK,"(13864,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
14,28671, breastfeeding,▁breastfeeding,OK,"(28671,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
15,8363, diabetes,▁diabetes,OK,"(8363,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
16,23138, Depression,▁Depression,OK,"(23138,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
17,5626, smartphone,▁smartphone,OK,"(5626,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
18,12557, București,▁București,OK,"(12557,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_separator
19,18719, obesity,▁obesity,OK,"(18719,)",prefix_compact+prefix_separator+random_separator+suffix_compact+suffix_separator
20,16458, Finland,▁Finland,OK,"(16458,)",prefix_separator+random_compact+random_separator+suffix_separator
21,7562, depression,▁depression,OK,"(7562,)",prefix_blank+prefix_compact+prefix_separator
22,29768, Disneyland,▁Disneyland,OK,"(29768,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
23,31330, homosexual,▁homosexual,OK,"(31330,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
24,29061, Pokemon,▁Pokemon,OK,"(29061,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
25,28487, Latvia,▁Latvia,OK,"(28487,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_compact+suffix_separator
26,11076, potatoes,▁potatoes,OK,"(11076,)",prefix_compact+prefix_separator+random_separator+suffix_separator
27,30938, Băsescu,▁Băsescu,OK,"(30938,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
28,22623, Dragnea,▁Dragnea,OK,"(22623,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
29,7244, français,▁français,OK,"(7244,)",prefix_separator+random_separator+suffix_separator
30,7030, Toronto,▁Toronto,OK,"(7030,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_separator
31,12743, Smartphone,▁Smartphone,OK,"(12743,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
32,26371, Vegan,▁Vegan,OK,"(26371,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
33,5343, YouTube,▁YouTube,OK,"(5343,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
34,23315, Craiova,▁Craiova,OK,"(23315,)",prefix_blank+prefix_compact+prefix_separator+random_separator+suffix_blank+suffix_separator
35,6205, vegetables,▁vegetables,OK,"(6205,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_separator
36,3514, România,▁România,OK,"(3514,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_separator
37,29606,cryptocurrencies,cryptocurrencies,OK,"(29606,)",prefix_blank+prefix_compact+prefix_separator+random_compact+random_separator
38,22640, Hitler,▁Hitler,OK,"(22640,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_compact+suffix_separator
39,5308, Italy,▁Italy,OK,"(5308,)",prefix_separator+random_separator+suffix_separator
40,12481, documentary,▁documentary,OK,"(12481,)",prefix_blank+prefix_compact+prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
41,20723, Walmart,▁Walmart,OK,"(20723,)",prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
42,23737, socialist,▁socialist,OK,"(23737,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
43,3871, Romania,▁Romania,OK,"(3871,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
44,24140, walmart,▁walmart,OK,"(24140,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
45,19013, Christianity,▁Christianity,OK,"(19013,)",prefix_compact+prefix_separator+random+random_compact+suffix_compact+suffix_separator
46,24168, italian,▁italian,OK,"(24168,)",prefix_separator+random_separator+suffix_separator
47,23435, Montréal,▁Montréal,OK,"(23435,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_separator
48,17688, asthma,▁asthma,OK,"(17688,)",prefix_compact+prefix_separator+random_separator+suffix_compact+suffix_separator
49,4338, Italian,▁Italian,OK,"(4338,)",prefix_separator+suffix_separator
50,13301, facebook,▁facebook,OK,"(13301,)",prefix_compact+prefix_separator+random_compact+random_separator
51,24639, vaccination,▁vaccination,OK,"(24639,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
52,14741, potato,▁potato,OK,"(14741,)",prefix_compact+prefix_separator+random_separator+suffix_separator
53,19343, canada,▁canada,OK,"(19343,)",prefix_separator+suffix_separator
54,12373, comedy,▁comedy,OK,"(12373,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
55,17984, veggies,▁veggies,OK,"(17984,)",prefix_compact+prefix_separator+random_compact+random_separator
56,22893, cigarettes,▁cigarettes,OK,"(22893,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
57,4151, Canadian,▁Canadian,OK,"(4151,)",prefix_separator+random_separator+suffix_separator
58,28684, cybersecurity,▁cybersecurity,OK,"(28684,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
59,1376, Facebook,▁Facebook,OK,"(1376,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_separator
60,28517, Winnipeg,▁Winnipeg,OK,"(28517,)",prefix_separator+random_separator+suffix_separator
61,4534, Obama,▁Obama,OK,"(4534,)",prefix_compact+prefix_separator+random_compact+random_separator
62,24017, gamers,▁gamers,OK,"(24017,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
63,27615, Beatles,▁Beatles,OK,"(27615,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
64,10988, française,▁française,OK,"(10988,)",prefix_separator+random_compact+random_separator
65,26324, chemotherapy,▁chemotherapy,OK,"(26324,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
66,30375,bourgeois,bourgeois,OK,"(30375,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
67,14160, bankruptcy,▁bankruptcy,OK,"(14160,)",prefix_blank+prefix_compact+prefix_separator
68,16968,10),10),OK,"(16968,)",prefix_blank+prefix_compact+prefix_separator
69,16870, Czech,▁Czech,OK,"(16870,)",prefix_separator+random_compact+random_separator
70,24474, Starbucks,▁Starbucks,OK,"(24474,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
71,27114, canadien,▁canadien,OK,"(27114,)",prefix_separator+random_blank+random_separator
72,29402, Kartoffel,▁Kartoffel,OK,"(29402,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
73,28960, Bollywood,▁Bollywood,OK,"(28960,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
74,3434, Germany,▁Germany,OK,"(3434,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
75,19546, Idaho,▁Idaho,OK,"(19546,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
76,24630, broccoli,▁broccoli,OK,"(24630,)",prefix_blank+prefix_compact+prefix_separator+random_separator+suffix_separator
77,17496, diabet,▁diabet,OK,"(17496,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
78,27425, Slovenia,▁Slovenia,OK,"(27425,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator
79,25150, Suceava,▁Suceava,OK,"(25150,)",prefix_blank+prefix_separator+suffix_blank+suffix_separator
80,13394, Hawaii,▁Hawaii,OK,"(13394,)",prefix_separator+random_separator+suffix_separator
81,14575,cheapest,cheapest,OK,"(14575,)",prefix_blank+prefix_compact+prefix_separator+random_separator
82,26557, ignorance,▁ignorance,OK,"(26557,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact
83,21169, accidentally,▁accidentally,OK,"(21169,)",prefix_compact+prefix_separator
84,26178, Holocaust,▁Holocaust,OK,"(26178,)",prefix_blank+prefix_compact+prefix_separator+random_compact+suffix_blank+suffix_compact
85,24836," $10,000","▁$10,000",OK,"(24836,)",prefix_separator+random_separator
86,15625, Louisiana,▁Louisiana,OK,"(15625,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank
87,1826, California,▁California,OK,"(1826,)",prefix_separator+random_blank+random_separator
88,31447, plagiarism,▁plagiarism,OK,"(31447,)",prefix_compact+prefix_separator+suffix_compact
89,3046, Twitter,▁Twitter,OK,"(3046,)",prefix_separator
90,31334,Vaccin,Vaccin,OK,"(31334,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator
91,19789, Croatia,▁Croatia,OK,"(19789,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
92,20948, Calgary,▁Calgary,OK,"(20948,)",prefix_separator+random_separator
93,25689, $150,▁$150,OK,"(25689,)",prefix_compact+prefix_separator+random_separator
94,15734, Français,▁Français,OK,"(15734,)",prefix_separator+random_separator+suffix_separator
95,16364, vegetarian,▁vegetarian,OK,"(16364,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
96,13292, viagra,▁viagra,OK,"(13292,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
97,6502, Catholic,▁Catholic,OK,"(6502,)",prefix_separator+random_separator+suffix_compact+suffix_separator
98,13179, $20,▁$20,OK,"(13179,)",prefix_compact+prefix_separator+random+random_separator
99,29256, Potato,▁Potato,OK,"(29256,)",prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
100,21782, psychologist,▁psychologist,OK,"(21782,)",prefix_compact+prefix_separator+random
101,25661, strawberries,▁strawberries,OK,"(25661,)",prefix_blank+prefix_compact+prefix_separator+random_blank+suffix_blank+suffix_separator
102,10215, liberal,▁liberal,OK,"(10215,)",prefix_compact+prefix_separator+suffix_separator
103,28811,Canada,Canada,OK,"(28811,)",prefix_separator+random_separator+suffix_separator
104,1894, Canada,▁Canada,OK,"(1894,)",prefix_separator+random_compact+random_separator+suffix_separator
105,29417, cellphone,▁cellphone,OK,"(29417,)",prefix_separator+random_compact+random_separator
106,10508, Thailand,▁Thailand,OK,"(10508,)",prefix_separator+random_compact+random_separator+suffix_compact
107,19668,cigarette,cigarette,OK,"(19668,)",prefix_compact+prefix_separator+random_compact+random_separator
108,28788, Buddhism,▁Buddhism,OK,"(28788,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
109,11252, conservative,▁conservative,OK,"(11252,)",prefix_compact+prefix_separator
110,11513, cannabis,▁cannabis,OK,"(11513,)",prefix_separator
111,8288, Scotland,▁Scotland,OK,"(8288,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank
112,17915, asleep,▁asleep,OK,"(17915,)",prefix_separator+random_separator+suffix_separator
113,4726, Mexico,▁Mexico,OK,"(4726,)",prefix_separator+random_separator
114,10212, Wisconsin,▁Wisconsin,OK,"(10212,)",prefix_blank+prefix_separator+random_blank+random_separator
115,27426,phobia,phobia,OK,"(27426,)",prefix_compact+prefix_separator
116,19106, $30,▁$30,OK,"(19106,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+suffix_separator
117,31925, psychiatrist,▁psychiatrist,OK,"(31925,)",prefix_compact+prefix_separator
118,31279, Kardashian,▁Kardashian,OK,"(31279,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank
119,28176," $5,000","▁$5,000",OK,"(28176,)",prefix_compact+prefix_separator+random_separator
120,28744, feminist,▁feminist,OK,"(28744,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
121,15623, Republicans,▁Republicans,OK,"(15623,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact
122,26010, capitalism,▁capitalism,OK,"(26010,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+suffix_blank+suffix_compact
123,26047, Estonia,▁Estonia,OK,"(26047,)",prefix_separator+random_compact+random_separator
124,26412, chiropractic,▁chiropractic,OK,"(26412,)",prefix_separator+random_separator+suffix_separator
125,23280,Italie,Italie,OK,"(23280,)",prefix_separator
126,24061, Viagra,▁Viagra,OK,"(24061,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
127,3715, Chicago,▁Chicago,OK,"(3715,)",prefix_separator+random_separator
128,26297, sushi,▁sushi,OK,"(26297,)",prefix_blank+prefix_separator+suffix_compact+suffix_separator
129,29697, BlackBerry,▁BlackBerry,OK,"(29697,)",prefix_blank+prefix_separator
130,20047, mushrooms,▁mushrooms,OK,"(20047,)",prefix_separator
131,17219, Montreal,▁Montreal,OK,"(17219,)",prefix_separator+random_separator+suffix_separator
132,29788," $50,000","▁$50,000",OK,"(29788,)",prefix_compact+prefix_separator+random_compact
133,6436, Spain,▁Spain,OK,"(6436,)",prefix_separator+random_separator
134,22998, Ubuntu,▁Ubuntu,OK,"(22998,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_separator
135,11511, Mexican,▁Mexican,OK,"(11511,)",prefix_separator+random_separator
136,20958, Istanbul,▁Istanbul,OK,"(20958,)",prefix_separator
137,22178, Sacramento,▁Sacramento,OK,"(22178,)",prefix_blank+prefix_separator+random_blank
138,2599, Florida,▁Florida,OK,"(2599,)",prefix_separator+random_separator
139,29309, cocaine,▁cocaine,OK,"(29309,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
140,20910, Iceland,▁Iceland,OK,"(20910,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank
141,27318, Napoleon,▁Napoleon,OK,"(27318,)",prefix_separator+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
142,17005, $500,▁$500,OK,"(17005,)",prefix_compact+prefix_separator+random_compact+random_separator
143,21503, Romaniei,▁Romaniei,OK,"(21503,)",prefix_blank+prefix_separator+suffix_blank+suffix_separator
144,12729, Philippines,▁Philippines,OK,"(12729,)",prefix_separator+random_compact+random_separator+suffix_separator
145,26461, Antarctic,▁Antarctic,OK,"(26461,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
146,16096, immigrants,▁immigrants,OK,"(16096,)",prefix_compact+prefix_separator
147,18588, Glasgow,▁Glasgow,OK,"(18588,)",prefix_separator
148,29763, Helsinki,▁Helsinki,OK,"(29763,)",prefix_separator+random_separator+suffix_separator
149,13160, Cleveland,▁Cleveland,OK,"(13160,)",prefix_separator+random+random_separator+suffix_separator
150,13420, footage,▁footage,OK,"(13420,)",prefix_separator+random_separator
151,20076, celebrities,▁celebrities,OK,"(20076,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
152,25659, $60,▁$60,OK,"(25659,)",prefix_blank+prefix_separator+random_separator
153,27870, comedian,▁comedian,OK,"(27870,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
154,19010, twitter,▁twitter,OK,"(19010,)",prefix_separator+random
155,23370, Leeds,▁Leeds,OK,"(23370,)",prefix_separator+random_blank+random_separator
156,27233, Philippine,▁Philippine,OK,"(27233,)",prefix_separator+random_separator
157,26213, irrelevant,▁irrelevant,OK,"(26213,)",prefix_blank+prefix_separator+random_blank+random_compact+suffix_blank+suffix_compact+suffix_separator
158,28967, Rajasthan,▁Rajasthan,OK,"(28967,)",prefix_separator+random_blank+random_compact+random_separator
159,23568, douche,▁douche,OK,"(23568,)",prefix_blank+prefix_compact+prefix_separator+random_compact+suffix_blank+suffix_compact+suffix_separator
160,22649, Quebec,▁Quebec,OK,"(22649,)",prefix_separator+random_compact+random_separator+suffix_separator
161,23806, fireworks,▁fireworks,OK,"(23806,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact
162,24146, Spania,▁Spania,OK,"(24146,)",prefix_separator+random_separator
163,16211, Nintendo,▁Nintendo,OK,"(16211,)",prefix_separator+random_separator+suffix_separator
164,28608, Belarus,▁Belarus,OK,"(28608,)",prefix_separator+random_compact+random_separator
165,21566, hilarious,▁hilarious,OK,"(21566,)",prefix_blank+prefix_separator+suffix_blank+suffix_separator
166,18958,gmail,gmail,OK,"(18958,)",prefix_blank+prefix_separator
167,28189, comunist,▁comunist,OK,"(28189,)",prefix_blank+prefix_compact+prefix_separator+random_compact
168,22496, laughter,▁laughter,OK,"(22496,)",prefix_blank+prefix_compact+prefix_separator+random_blank+suffix_blank
169,26485, Edmonton,▁Edmonton,OK,"(26485,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_separator
170,28289, lobster,▁lobster,OK,"(28289,)",prefix_blank+prefix_separator+random_blank+suffix_blank
171,9511, Philadelphia,▁Philadelphia,OK,"(9511,)",prefix_separator+random_separator+suffix_separator
172,9182, sleeping,▁sleeping,OK,"(9182,)",prefix_separator
173,30450, Kazakhstan,▁Kazakhstan,OK,"(30450,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact
174,28595,mediocr,mediocr,OK,"(28595,)",prefix_blank+prefix_separator
175,26954," $100,000","▁$100,000",OK,"(26954,)",prefix_compact+prefix_separator+random_separator
176,14465, Beijing,▁Beijing,OK,"(14465,)",prefix_separator+random_separator
177,11395, tomatoes,▁tomatoes,OK,"(11395,)",prefix_separator+random_separator
178,29618, Chiropractic,▁Chiropractic,OK,"(29618,)",prefix_separator+suffix_blank+suffix_compact+suffix_separator
179,27381, restroom,▁restroom,OK,"(27381,)",prefix_compact+prefix_separator+suffix_compact+suffix_separator
180,30170, loneliness,▁loneliness,OK,"(30170,)",prefix_blank+prefix_compact+prefix_separator+random_separator+suffix_blank+suffix_separator
181,12976, Tennessee,▁Tennessee,OK,"(12976,)",prefix_separator
182,17284, Videos,▁Videos,OK,"(17284,)",prefix_separator+random_compact
183,21762, Pokémon,▁Pokémon,OK,"(21762,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
184,22768, Hungary,▁Hungary,OK,"(22768,)",prefix_blank+prefix_separator+random_blank+random_separator
185,19503, $200,▁$200,OK,"(19503,)",prefix_separator
186,28893, Brasov,▁Brasov,OK,"(28893,)",prefix_blank+prefix_separator+random_blank+suffix_blank
187,21899,420,420,OK,"(21899,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
188,30629, Slovakia,▁Slovakia,OK,"(30629,)",prefix_blank+prefix_separator+random_blank+random_separator
189,25354, hashtag,▁hashtag,OK,"(25354,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank
190,23385, Indianapolis,▁Indianapolis,OK,"(23385,)",prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
191,29079, insomnia,▁insomnia,OK,"(29079,)",prefix_separator+suffix_separator
192,17646, unemployment,▁unemployment,OK,"(17646,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank
193,14354, Poland,▁Poland,OK,"(14354,)",prefix_separator+random_separator+suffix_separator
194,16809, Weihnachts,▁Weihnachts,OK,"(16809,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank
195,28124, Finnish,▁Finnish,OK,"(28124,)",prefix_separator+random_compact+random_separator+suffix_separator
196,30195, pneumonia,▁pneumonia,OK,"(30195,)",prefix_compact+prefix_separator+random_compact
197,28845, humorous,▁humorous,OK,"(28845,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact
198,13753, Birthday,▁Birthday,OK,"(13753,)",prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
199,24041, hackers,▁hackers,OK,"(24041,)",prefix_separator+suffix_compact
200,30682, evangelical,▁evangelical,OK,"(30682,)",prefix_separator
201,23024, Marx,▁Marx,OK,"(23024,)",prefix_separator+suffix_blank+suffix_compact+suffix_separator
202,20356, advertisements,▁advertisements,OK,"(20356,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator
203,10417, $100,▁$100,OK,"(10417,)",prefix_separator+random_compact+random_separator+suffix_separator
204,19329, retard,▁retard,OK,"(19329,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank+suffix_compact+suffix_separator
205,26911, Cardiff,▁Cardiff,OK,"(26911,)",prefix_separator+random_blank+random_separator
206,18878, Vermont,▁Vermont,OK,"(18878,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
207,11900, coupons,▁coupons,OK,"(11900,)",prefix_blank+prefix_compact+prefix_separator
208,13333, microwave,▁microwave,OK,"(13333,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_separator+suffix_blank+suffix_compact+suffix_separator
209,30843, Gluten,▁Gluten,OK,"(30843,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
210,30749, spaghetti,▁spaghetti,OK,"(30749,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
211,23238, Wyoming,▁Wyoming,OK,"(23238,)",prefix_blank+prefix_separator+random_blank+random_separator
212,25686, slavery,▁slavery,OK,"(25686,)",prefix_blank+prefix_compact+prefix_separator
213,16073, Polish,▁Polish,OK,"(16073,)",prefix_separator+random_compact+random_separator+suffix_separator
214,12207, Sweden,▁Sweden,OK,"(12207,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
215,9310, Bitcoin,▁Bitcoin,OK,"(9310,)",prefix_separator+random_blank+random_separator+suffix_compact+suffix_separator
216,29316, Albania,▁Albania,OK,"(29316,)",prefix_separator+random_blank+random_compact+random_separator
217,31928, Scottsdale,▁Scottsdale,OK,"(31928,)",prefix_separator+random_separator
218,14579, Mississippi,▁Mississippi,OK,"(14579,)",prefix_blank+prefix_separator+random_blank
219,24360, Rochester,▁Rochester,OK,"(24360,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank
220,28481, Timișoara,▁Timișoara,OK,"(28481,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_separator
221,30320, vodka,▁vodka,OK,"(30320,)",prefix_separator+random+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
222,13050, Alabama,▁Alabama,OK,"(13050,)",prefix_separator+random_blank+random_separator+suffix_separator
223,23778, asbestos,▁asbestos,OK,"(23778,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_separator
224,3411, Japan,▁Japan,OK,"(3411,)",prefix_separator+random_separator+suffix_separator
225,21065, headphones,▁headphones,OK,"(21065,)",prefix_blank+prefix_compact+prefix_separator+suffix_blank
226,17841, Venezuela,▁Venezuela,OK,"(17841,)",prefix_compact+prefix_separator
227,27680, Iaşi,▁Iaşi,OK,"(27680,)",prefix_separator
228,19930, useless,▁useless,OK,"(19930,)",prefix_separator+random_blank+random_compact+random_separator
229,16531, Swedish,▁Swedish,OK,"(16531,)",prefix_blank+prefix_separator+random_blank+random_compact+random_separator
230,29702,Millennial,Millennial,OK,"(29702,)",prefix_blank+prefix_separator+random_blank+random_compact+suffix_blank+suffix_separator
231,29764, firefighters,▁firefighters,OK,"(29764,)",prefix_separator+suffix_compact+suffix_separator
232,22093, Uganda,▁Uganda,OK,"(22093,)",prefix_blank+prefix_compact+prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
233,14112, Dublin,▁Dublin,OK,"(14112,)",prefix_separator+random_separator
234,21075, filmmaker,▁filmmaker,OK,"(21075,)",prefix_separator
235,28741, Cannabis,▁Cannabis,OK,"(28741,)",prefix_separator+random_blank+random_separator+suffix_separator
236,11009, Thanksgiving,▁Thanksgiving,OK,"(11009,)",prefix_compact+prefix_separator+random_compact+random_separator+suffix_compact+suffix_separator
237,13567, transparency,▁transparency,OK,"(13567,)",prefix_separator
238,10844, silence,▁silence,OK,"(10844,)",prefix_separator
239,25085, Poetry,▁Poetry,OK,"(25085,)",prefix_blank+prefix_separator+random_blank+suffix_blank+suffix_compact+suffix_separator
240,31165, francophone,▁francophone,OK,"(31165,)",prefix_separator+random_separator
241,27620, Lithuania,▁Lithuania,OK,"(27620,)",prefix_separator+random_compact+random_separator
242,14837, blogger,▁blogger,OK,"(14837,)",prefix_blank+prefix_compact+prefix_separator+random_blank
243,31421, hamburger,▁hamburger,OK,"(31421,)",prefix_blank+prefix_separator+suffix_compact+suffix_separator
244,15769, Chocolate,▁Chocolate,OK,"(15769,)",prefix_blank+prefix_separator+random_blank+random_separator+suffix_blank+suffix_separator
245,8278, universities,▁universities,OK,"(8278,)",prefix_separator
246,8854, Seattle,▁Seattle,OK,"(8854,)",prefix_separator+random_separator+suffix_separator
247,19142, disappointment,▁disappointment,OK,"(19142,)",prefix_compact+prefix_separator+random_compact
248,16887, Nokia,▁Nokia,OK,"(16887,)",prefix_separator+random_blank+random_compact+random_separator+suffix_blank+suffix_compact+suffix_separator
