actual_token_length,candidate_dir,candidate_key,candidate_rank,cavg,cmax,coverage_lcb,lambda_star,length,level_0_realizable,level_1_attractor,level_1_gates,level_2_gates,level_2_low_occupancy,occupancy_auc,outlier_rate_ucb,task,token_ids,trigger,worst_position_coverage_lcb
14,validation/suffix/length_14/candidate_01,"25570,3921,10987,15749,9274,13864,8800,36,16364,15541,31344,17766,14899,29752",1,0.09374199631520656,0.09374199631520656,0.9531044141524866,2.0,14,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.011635296173372995,0.04689558584751345,suffix,"25570,3921,10987,15749,9274,13864,8800,36,16364,15541,31344,17766,14899,29752",Multumesc Sometimes Gall Außen chambre smartphones happiness be vegetarian tactics Strawberry farmer vazut proaspat,0.9531044141524866
15,validation/suffix/length_15/candidate_00,"3950,18259,7354,28684,1915,10220,5591,6213,198,30355,10447,29554,14242,2312,227",0,0.08417066994844333,0.0860126137805121,0.9605739764963356,2.25,15,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.004886675979432621,0.03942602350366443,suffix,"3950,18259,7354,28684,1915,10220,5591,6213,198,30355,10447,29554,14242,2312,227",buildings monitored substantial cybersecurity Per maintenant hate Geld și Translat kon Sinai whisk USA after,0.9605739764963356
16,validation/suffix/length_16/candidate_00,"5392,13301,12601,5438,4019,27777,14112,12826,25446,16036,15737,18827,23997,587,25010,22130",0,0.08530543972909066,0.08570034742010618,0.9383833494469809,2.25,16,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.006345511257666317,0.06161665055301918,suffix,"5392,13301,12601,5438,4019,27777,14112,12826,25446,16036,15737,18827,23997,587,25010,22130",prendre facebook Planet Stra significantly Autism Dublin Works 10-15 Okay presque devastating christmas wie Galerie Sharp,0.9383833494469809
17,validation/suffix/length_17/candidate_00,"26870,313,772,1307,13548,710,15803,24694,16411,8558,27556,22623,24368,21387,21913,15497,6364",0,0.09837187536467454,0.10111402975092135,0.9700626750135207,2.0,17,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.0432334641017161,0.02993732498647925,suffix,"26870,313,772,1307,13548,710,15803,24694,16411,8558,27556,22623,24368,21387,21913,15497,6364","recruited service results else volumes short persistent politician scared 2011, suger Dragnea ieși extern oversight Murray empty",0.9700626750135207
18,validation/suffix/length_18/candidate_00,"15480,17085,24909,25695,18164,22761,13324,22398,27138,1688,16958,10659,26331,23225,7751,9901,7956,13752",0,0.10265602765904172,0.10825111514599757,0.9848726414974043,1.75,18,True,False,"{'assignment_ari': True, 'cluster_mass': False, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.12276402441611045,0.0151273585025957,suffix,"15480,17085,24909,25695,18164,22761,13324,22398,27138,1688,16958,10659,26331,23225,7751,9901,7956,13752",mum Swa expired (2015) pourtant consta progression Baseball Riverside pages donors Bonus handset Pfarr consum fake portrait astept,0.9848726414974043
19,validation/suffix/length_19/candidate_00,"23340,764,4289,9579,15505,27971,25086,20574,28576,22352,15039,21314,9918,14922,20867,7807,4625,9772,2701",0,0.10419073672593603,0.10619502472919273,0.9521766292922849,1.75,19,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.11132755254190714,0.04782337070771516,suffix,"23340,764,4289,9579,15505,27971,25086,20574,28576,22352,15039,21314,9918,14922,20867,7807,4625,9772,2701",liking came numai SD Connecticut whiskey visualize consilier Jü Cliff Ran volunteering Making reçu familii Kong Santa pă bin,0.9521766292922849
20,validation/suffix/length_20/candidate_00,"17597,3753,3395,4399,13593,24072,30066,18462,19329,3648,11022,1146,11174,18909,2221,26302,7186,11029,645,6123",0,0.10529303632322388,0.10557964297327248,0.9457130841559822,1.5,20,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.16037897820974867,0.054286915844017826,suffix,"17597,3753,3395,4399,13593,24072,30066,18462,19329,3648,11022,1146,11174,18909,2221,26302,7186,11029,645,6123",feather cutting websites demande stroll erschien opțiun checklist retard organic pourrait higher blogging Gründe viel pharmacist Gre Title einer intelligence,0.9457130841559822
21,validation/suffix/length_21/candidate_00,"3841,17507,25308,947,10950,12075,11264,3562,2100,803,14437,29679,7926,18045,30501,17786,2631,2838,16935,31019,31245",0,0.08608525016218768,0.0896479407097746,0.9512500172757237,2.0,21,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.013744766525845971,0.04874998272427633,suffix,"3841,17507,25308,947,10950,12075,11264,3562,2100,803,14437,29679,7926,18045,30501,17786,2631,2838,16935,31019,31245",teeth avocado melting Here hypo puisqu funded acid sports friends altele teilnehmen eigentlich Putin insotit Petro fiecare 29 guarantees einzigartig gradini,0.9512500172757237
22,validation/suffix/length_22/candidate_00,"25756,6233,71,1962,11544,31077,23633,21503,12951,30188,21261,12227,24541,19214,30285,4229,12489,22774,31457,11209,2225,31484",0,0.09693723021603996,0.10356126839898828,0.9615143286982287,1.75,22,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.07935720762423264,0.03848567130177131,suffix,"25756,6233,71,1962,11544,31077,23633,21503,12951,30188,21261,12227,24541,19214,30285,4229,12489,22774,31457,11209,2225,31484",Spotify Restaurant A minute ajung Konkurrenz lonely Romaniei muzica ansprechen bait talents welding Pig fishermen Though Universal reunion Meridian audiences allowed Relevan,0.9615143286982287
23,validation/suffix/length_23/candidate_00,"6662,14899,11416,16770,8154,10929,30955,26372,9841,15571,28271,9314,17171,1509,17928,23616,15126,28143,13516,25802,27707,12383,26371",0,0.0911055081845191,0.09168735808734567,0.9494001697825794,2.0,23,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.01782643582730444,0.05059983021742066,suffix,"6662,14899,11416,16770,8154,10929,30955,26372,9841,15571,28271,9314,17171,1509,17928,23616,15126,28143,13516,25802,27707,12383,26371",volunteer vazut fridge retrouve experiencing Football Général pitched pregnant Competition complément guides Sierra saw Verwendung blackjack fate clientii Treatment despair transmitter regelmäßig Vegan,0.9494001697825794
24,validation/suffix/length_24/candidate_00,"24283,6568,27495,13677,29895,22809,25333,6879,23662,22143,22256,14087,2581,23212,11423,15185,24689,1763,6918,15400,1555,2986,8309,5262",0,0.08291135242468957,0.08574371701482753,0.9411255860195108,2.0,24,True,False,"{'assignment_ari': True, 'cluster_mass': False, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",False,0.00976397552969977,0.058874413980489204,suffix,"24283,6568,27495,13677,29895,22809,25333,6879,23662,22143,22256,14087,2581,23212,11423,15185,24689,1763,6918,15400,1555,2986,8309,5262",fraudulent institution Fraser dying Stalin incercat genul stronger artistique nouvel ministrul dropping famous demeure radiation istoric Zahlen deux (3 behaviors mare operation dés shooting,0.9411255860195108
25,validation/suffix/length_25/candidate_01,"8357,17210,21574,2151,26829,13633,21705,2389,11477,14876,16563,8526,2136,17399,26398,6337,9614,22101,4955,28154,10889,15139,19643,6478,19901",1,0.08832625948057121,0.09737491176327778,0.963400132697301,1.75,25,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.055691610907304644,0.03659986730269902,suffix,"8357,17210,21574,2151,26829,13633,21705,2389,11477,14876,16563,8526,2136,17399,26398,6337,9614,22101,4955,28154,10889,15139,19643,6478,19901",Sony sanctions scade chiar psychic performant anime generally nail enterprises instinct Enterprise lack Clip LGBT warning Mail Earl Card Frühling somit Hop viitoare controlled manuel,0.963400132697301
26,validation/suffix/length_26/candidate_00,"22261,19,26046,94,6499,14537,27727,10016,10951,31537,1754,12822,20527,31120,1017,15368,24283,10128,6632,6918,5719,2530,21946,8625,2549,9147",0,0.08958915477036666,0.0903822139931246,0.9605739764963356,2.0,26,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.025809902436874477,0.03942602350366443,suffix,"22261,19,26046,94,6499,14537,27727,10016,10951,31537,1754,12822,20527,31120,1017,15368,24283,10128,6632,6918,5719,2530,21946,8625,2549,9147",successor is bullying It (2) stiff geschaffen Namen shorter erweitern Et Nacht airplane incadr common studii fraudulent 16. Type (3 recommendations meaning totusi shelf James kg,0.9605739764963356
27,validation/suffix/length_27/candidate_00,"11958,9911,8133,30600,2075,8450,17973,20417,19024,999,20548,11744,22532,11718,23309,23421,5495,26199,10914,30119,3079,14458,28876,10159,22176,993,17750",0,0.08771037559548311,0.08801728109414382,0.9374708589286852,2.0,27,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.01614464526871138,0.06252914107131477,suffix,"11958,9911,8133,30600,2075,8450,17973,20417,19024,999,20548,11744,22532,11718,23309,23421,5495,26199,10914,30119,3079,14458,28876,10159,22176,993,17750",denied spouse coupon Introduce explore loi caractère parliament Puis production villes vreo lure motorcycle profesionist Pir cur underestimate variations ashamed relationships antibiotic Preston sing Rocket increase legume,0.9374708589286852
28,validation/suffix/length_28/candidate_00,"28617,15446,16304,26398,2646,2513,3097,24486,2245,15362,11820,18851,2278,656,22038,30217,7319,15651,8737,17273,21916,30280,16455,9769,4368,11646,14021,3832",0,0.08815144762423552,0.08815144762423552,0.9383833494469809,2.0,28,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.010582951074770239,0.06161665055301918,suffix,"28617,15446,16304,26398,2646,2513,3097,24486,2245,15362,11820,18851,2278,656,22038,30217,7319,15651,8737,17273,21916,30280,16455,9769,4368,11646,14021,3832",ignorant mindset insect LGBT century Für 35 Slim steps clearance sq bulbs mich makes hopeful prețuri Express biology amenities précédent treaba impartial replica logic operate celebrating evolved chicken,0.9383833494469809
29,validation/suffix/length_29/candidate_00,"15230,5860,2311,4050,6231,238,22251,9760,19643,7569,31625,2480,27311,245,27975,5689,8088,30124,19678,17936,30630,2351,29184,10638,3500,23222,29138,10439,8722",0,0.07527187459772104,0.07527187459772104,0.9719875173825215,2.5,29,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.0014124471507130762,0.028012482617478487,suffix,"15230,5860,2311,4050,6231,238,22251,9760,19643,7569,31625,2480,27311,245,27975,5689,8088,30124,19678,17936,30630,2351,29184,10638,3500,23222,29138,10439,8722",unwanted Server requires apps Ideas que profesionale bands viitoare gentle stunned rock vulnerabilities une tweeted keeps 2011. communion excluded appelé plictis Another Minecraft rhythm tickets Pressure congratulations NFL insert,0.9719875173825215
30,validation/suffix/length_30/candidate_00,"26812,31308,19432,16681,9209,4269,8846,1617,7786,31850,13175,31630,11141,28345,24184,4284,30116,11046,30879,17865,12221,26557,20338,30315,1480,28276,4146,10879,2531,7787",0,0.08767108917806823,0.09071956351375284,0.9457130841559822,2.0,30,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.025414943329165274,0.054286915844017826,suffix,"26812,31308,19432,16681,9209,4269,8846,1617,7786,31850,13175,31630,11141,28345,24184,4284,30116,11046,30879,17865,12221,26557,20338,30315,1480,28276,4146,10879,2531,7787",salaire mănânc cryptocurrency insulin (5 answers passé doar advise ludique încerc Apartament handelt classmates complaining brother Edelstahl Nation uncertainties Privacy familie ignorance Gay primordial late Subaru carbon races dacă sociale,0.9457130841559822
1,validation/random/length_01/candidate_00,23549,0,0.1757857102525947,0.1757857102525947,0.9663527585734843,1.0,1,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': False, 'occupancy_auc': False}",False,0.7708487561572716,0.033647241426515616,random,23549,Diabetes,0.963400132697301
2,validation/random/length_02/candidate_00,"30843,4534",0,0.15091493179889873,0.15091493179889873,0.9586354174026606,1.0,2,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': False, 'occupancy_auc': False}",False,0.5819840398808801,0.04136458259733941,random,"30843,4534",Gluten Obama,0.9512500172757237
3,validation/random/length_03/candidate_00,"30170,3182,27223",0,0.1364139766943406,0.1364139766943406,0.9420554792661909,1.25,3,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': False, 'occupancy_auc': False}",False,0.4078024944432587,0.05794452073380905,random,"30170,3182,27223",loneliness eating Swimming,0.9365591321055061
4,validation/random/length_04/candidate_00,"27928,29895,18719,22377",0,0.12622846174204877,0.1311036638237276,0.9474067607283359,1.5,4,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.34327656959588565,0.05259323927166417,random,"27928,29895,18719,22377",flute Stalin obesity trivia,0.9429579112909904
5,validation/random/length_05/candidate_00,"11546,27814,8176,26371,10844",0,0.11287034083082449,0.11785241047179461,0.9487480896183588,1.5,5,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.2265633321645429,0.051251910381641216,random,"11546,27814,8176,26371,10844",kidney Scene mistakes Vegan silence,0.9438753877789893
6,validation/random/length_06/candidate_00,"26073,9723,1352,19643,15484,15920",0,0.10885772573223192,0.11210231031157902,0.9442825647187436,1.75,6,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.1198724869067338,0.055717435281256444,random,"26073,9723,1352,19643,15484,15920",Iasi Exam dann viitoare slave PHP,0.9392966215675361
7,validation/random/length_07/candidate_00,"13824,9209,1652,22103,29393,9248,30655",0,0.11008299132407198,0.11228786987815655,0.9460668890385,1.5,7,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.17518126336529607,0.053933110961500046,random,"13824,9209,1652,22103,29393,9248,30655",Kid (5 employees apologize ecology exploit Calcium,0.9392966215675361
8,validation/random/length_08/candidate_00,"5908,20047,23691,1995,12717,19013,11812,18093",0,0.09836092384242519,0.09838123747467771,0.9474067607283359,2.0,8,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.03125453327939698,0.05259323927166417,random,"5908,20047,23691,1995,12717,19013,11812,18093",engaged mushrooms Deliver lots Cet Christianity cineva disadvantage,0.9429579112909904
9,validation/random/length_09/candidate_00,"26371,15526,30682,9768,3888,30711,3146,23630,31421",0,0.10509131179753906,0.10682784273664594,0.9514353612906582,1.75,9,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.09218790500413727,0.04856463870934185,random,"26371,15526,30682,9768,3888,30711,3146,23630,31421",Vegan rebuild evangelical elections 2003 SERV iPhone elbow hamburger,0.947554605521451
10,validation/random/length_10/candidate_00,"18508,13493,3932,9600,11865,16932,24546,3699,9435,5857",0,0.10445827634088732,0.10710361736613755,0.9456205792566685,1.75,10,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.11288397131391542,0.05437942074333141,random,"18508,13493,3932,9600,11865,16932,24546,3699,9435,5857",shrink activitatea trebui baseball sagt Muslims thereafter Global Bucuresti vertical,0.9420413180776028
11,validation/random/length_11/candidate_00,"30707,23066,14188,14368,3836,19197,16955,3583,1217,18061,8999",0,0.09984749426736829,0.10509042701214696,0.9581838011832697,2.0,11,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.05450656382048343,0.04181619881673031,random,"30707,23066,14188,14368,3836,19197,16955,3583,1217,18061,8999",unicorn Researchers forte gasit Maybe duplicate Integration emergency takes SUA pregnancy,0.9512500172757237
12,validation/random/length_12/candidate_00,"24524,11897,11949,7501,24149,19005,111,31966,6017,17205,28868,15930",0,0.10205387591280621,0.10205387591280621,0.9425006107192908,1.75,12,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.05796101538035273,0.05749938928070924,random,"24524,11897,11949,7501,24149,19005,111,31966,6017,17205,28868,15930",laughed Ukraine café harder Lieb cocktails în corespund certificate Same Romney Comfort,0.9374708589286852
13,validation/random/length_13/candidate_00,"22586,20621,2322,25552,28741,191,10879,14373,744,22009,11910,10045,22717",0,0.08940065049838061,0.0894006504983806,0.9478537055942553,2.25,13,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.0033348926628255725,0.05214629440574468,random,"22586,20621,2322,25552,28741,191,10879,14373,744,22009,11910,10045,22717",peripheral crying după bakery Cannabis pentru races Chelsea doesn Nobody inclus nervous fabricat,0.9438753877789893
14,validation/random/length_14/candidate_00,"14953,10427,26324,17843,2519,4898,10248,9751,8444,12545,8406,15929,14899,11845",0,0.10040663292287061,0.10147512339652462,0.9604442808759819,2.0,14,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.040150133953604096,0.03955571912401815,random,"14953,10427,26324,17843,2519,4898,10248,9751,8444,12545,8406,15929,14899,11845",Hero boots chemotherapy Chemical promote carpet Sche ignore customized keywords acknowledge Cookies vazut Kate,0.9540334098267854
15,validation/random/length_15/candidate_00,"2681,25686,1410,4062,14636,17342,12398,18182,17342,7391,474,17511,10479,4289,4279",0,0.09604245644390519,0.10704262986317155,0.97277889984382,1.75,15,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.11462492431073575,0.027221100156179925,random,"2681,25686,1410,4062,14636,17342,12398,18182,17342,7391,474,17511,10479,4289,4279",placed slavery France examples weekends Leonard syndrome Religion Leonard acord put Publishing existe numai shoot,0.9671943137202075
16,validation/random/length_16/candidate_00,"19490,18066,29182,12153,18843,16100,26555,27780,19021,1834,22623,7807,26046,12373,7285,30806",0,0.10807769917057694,0.10807769917057695,0.9769563219496331,1.75,16,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.09384139581164776,0.02304367805036689,random,"19490,18066,29182,12153,18843,16100,26555,27780,19021,1834,22623,7807,26046,12373,7285,30806",candles continut intrebare incorrect Meine majoritatea blieb displacement bleeding seine Dragnea Kong bullying comedy gender Wände,0.9691041687726948
17,validation/random/length_17/candidate_00,"11812,28585,6637,25629,2200,29148,5894,10438,29743,27056,22429,29883,23586,21698,18640,13407,22298",0,0.09265755038657437,0.09309456589486548,0.9640744727539146,2.0,17,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.02227942291264086,0.035925527246085415,random,"11812,28585,6637,25629,2200,29148,5894,10438,29743,27056,22429,29883,23586,21698,18640,13407,22298",cineva festivities utility Failure Research WWE Drive Egypt Clothing Gandhi stool randonnée superhero contamination Cub urmat crashes,0.9596352346954704
18,validation/random/length_18/candidate_00,"23435,24281,10088,14319,15627,11475,14715,6658,29651,19382,16909,25314,30062,9654,29309,1971,11812,9466",0,0.08731871390695457,0.08731871390695457,0.9709349300710746,2.0,18,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.008044914738152359,0.02906506992892547,random,"23435,24281,10088,14319,15627,11475,14715,6658,29651,19382,16909,25314,30062,9654,29309,1971,11812,9466",Montréal invade weird deaths afterwards Yeah Horn chronic clown scoop démarche keto Quartz Dies cocaine tried cineva Side,0.9671943137202075
19,validation/random/length_19/candidate_00,"6613,9829,21916,27346,30349,4655,16776,21249,9757,7947,25934,11112,4640,5068,31249,26692,4579,30968,9987",0,0.07894250840178725,0.07894250840178725,0.9420554792661909,2.5,19,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.0014609788896871965,0.05794452073380905,random,"6613,9829,21916,27346,30349,4655,16776,21249,9757,7947,25934,11112,4640,5068,31249,26692,4579,30968,9987",funny exclusively treaba placebo Wisdom positions rezerv Basketball cultures patch ceremonies tard healthcare Right intimacy Herbert apartment hijack basement,0.9383833494469809
20,validation/random/length_20/candidate_00,"5714,28079,27579,26643,6571,11353,29773,11216,19985,9459,10071,27091,7128,18460,19432,198,30570,31914,25325,17442",0,0.0919649284730731,0.09276382509363944,0.9483008144904032,2.0,20,True,False,"{'assignment_ari': False, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",False,0.0148028580386586,0.05169918550959682,random,"5714,28079,27579,26643,6571,11353,29773,11216,19985,9459,10071,27091,7128,18460,19432,198,30570,31914,25325,17442",prison Aufmerksamkeit Vielfalt Slip manifest sensibil embarrassed Sitz francez Hey Staff funktionieren drain poems cryptocurrency și Benefici Lydia übertragen girlfriend,0.9438753877789893
21,validation/random/length_21/candidate_00,"21454,9024,1110,18339,17564,1658,2382,19495,27246,8335,27713,29540,29061,26324,24921,21626,29298,7269,11807,16266,2527",0,0.09174269486952707,0.09289485693579291,0.9416104872639437,2.0,21,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.01908050819202531,0.05838951273605633,random,"21454,9024,1110,18339,17564,1658,2382,19495,27246,8335,27713,29540,29061,26324,24921,21626,29298,7269,11807,16266,2527",contradict tender sein neglect Sue bine 200 Lift Engag struggling Outlet Genuss Pokemon chemotherapy experiență adica Samantha smoke partial iubit owner,0.9338283650811717
22,validation/random/length_22/candidate_00,"1097,20842,24761,3106,30320,11884,17755,6800,15711,191,23350,26729,9590,16853,3095,3847,29697,21331,2790,18705,1885,7486",0,0.10370258468370218,0.10441916481982677,0.9802390801875532,1.75,22,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': False}",False,0.1150310349449557,0.019760919812446785,random,"1097,20842,24761,3106,30320,11884,17755,6800,15711,191,23350,26729,9590,16853,3095,3847,29697,21331,2790,18705,1885,7486",save Kiss triste sample vodka Lou counselor critic Move pentru copied Fifth endless situaţi civil template BlackBerry salaries beauty strings sowie Nick,0.9758732200951697
23,validation/random/length_23/candidate_00,"6749,16164,418,17671,18889,9204,1805,22679,23859,15815,15177,3219,6211,316,26681,4283,13230,9159,7756,2364,10257,16048,2931",0,0.09561468141958807,0.09561468141958807,0.9483008144904032,2.0,23,True,True,"{'assignment_ari': True, 'cluster_mass': True, 'cluster_persistence': True, 'compactness': True, 'coverage': True, 'outliers': True, 'position_coverage': True, 'realizable': True}","{'lambda_star': True, 'occupancy_auc': True}",True,0.02671810427549227,0.05169918550959682,random,"6749,16164,418,17671,18889,9204,1805,22679,23859,15815,15177,3219,6211,316,26681,4283,13230,9159,7756,2364,10257,16048,2931",folosit 1976 lot avail Scholarship wins actual tracked Toilet condamn Sieg lucru minimal Die chorus appeared aparat quilt Gut Pentru smoking separat audio,0.9438753877789893
