pool_index,token_id,literal,raw_vocab,category,component_ids,objective,constraint_violation,feasible,low_gain_mean,low_positive_gain,low_gain_q10,low_coverage,high_gain_q05,high_gain_mean,global_drop_rate,range_ratio,spearman,violation_low_gain,violation_low_coverage,violation_high_tail,violation_drop_rate,violation_range,violation_rank
13,28688, piston,▁piston,OK,"(28688,)",0.05104993432760239,0.4217816331083811,False,0.025917979578177135,0.026049934327602386,0.006003129482269287,0.5,-0.01946108043193817,-0.009958436091740927,0.020833333333333332,0.8631331162728731,0.9735294117647059,0.13606734739409546,0.28571428571428564,0.0,0.0,0.0,0.0
14,6661,sport,sport,OK,"(6661,)",0.05106814603010813,0.43099502107453713,False,0.025641577939192455,0.026068146030108135,0.0030285716056823743,0.5,-0.016750067472457886,-0.006435694793860118,0.0,0.8672953757723816,0.976470588235294,0.14528073536025146,0.28571428571428564,0.0,0.0,0.0,0.0
15,18661,freien,freien,OK,"(18661,)",0.051223504543304446,0.4324318170547484,False,0.022027045488357544,0.022056837876637776,0.0045200645923614505,0.5833333333333334,-0.016734957695007324,-0.009019051988919577,0.020833333333333332,0.8518893113611399,0.988235294117647,0.26576515038808185,0.16666666666666657,0.0,0.0,0.0,0.0
16,20538, trage,▁trage,OK,"(20538,)",0.052717997878789905,0.44541787935627825,False,0.02296516423424085,0.023551331212123234,0.004476803541183473,0.5833333333333334,-0.020885133743286134,-0.010075666010379791,0.041666666666666664,0.865612425197158,0.9676470588235294,0.234494525525305,0.16666666666666657,0.04425668716430669,0.0,0.0,0.0
17,25272, grafic,▁grafic,OK,"(25272,)",0.05342545459667841,0.4464645404664296,False,0.02634212126334508,0.02634212126334508,0.007884436845779419,0.5416666666666666,-0.021966895461082457,-0.011603616178035736,0.041666666666666664,0.8527711950616366,0.9705882352941176,0.12192929122183059,0.2261904761904762,0.09834477305412283,0.0,0.0,0.0
18,12487, adjacent,▁adjacent,OK,"(12487,)",0.050541470199823385,0.4490862838805667,False,0.02339532474676768,0.023458136866490047,0.0016944825649261475,0.5416666666666666,-0.0200547993183136,-0.008277046183745066,0.041666666666666664,0.8884312527850736,0.9794117647058824,0.2201558417744106,0.2261904761904762,0.0027399659156799455,0.0,0.0,0.0
19,6217, legs,▁legs,OK,"(6217,)",0.05038551713029543,0.4515829585374347,False,0.023238225529591244,0.0233021837969621,0.001969850063323975,0.5416666666666666,-0.017400848865509033,-0.006492582460244496,0.0,0.9161905588194044,0.9941176470588234,0.22539248234695852,0.2261904761904762,0.0,0.0,0.0,0.0
20,16297, Graphic,▁Graphic,OK,"(16297,)",0.04992696171005567,0.45481556204576334,False,0.024926961710055668,0.024926961710055668,0.011577284336090088,0.5,-0.01960822343826294,-0.01158597320318222,0.020833333333333332,0.8625261024067281,0.976470588235294,0.1691012763314777,0.28571428571428564,0.0,0.0,0.0,0.0
21,10089, Animal,▁Animal,OK,"(10089,)",0.06467626790205638,0.46598340074221273,False,0.03550960123538971,0.03550960123538971,0.008608615398406983,0.5833333333333334,-0.025986334681510924,-0.009587506453196207,0.041666666666666664,0.8376466387340458,0.9676470588235294,0.0,0.16666666666666657,0.29931673407554615,0.0,0.0,0.0
22,17088, Behind,▁Behind,OK,"(17088,)",0.04987471699714661,0.4686056578916215,False,0.02452693631251653,0.024874716997146606,0.004708456993103028,0.5,-0.02000911831855774,-0.011728617052237192,0.041666666666666664,0.8565426469308942,0.9823529411764707,0.18243545624944899,0.28571428571428564,0.0004559159278869074,0.0,0.0,0.0
23,31052, pasageri,▁pasageri,OK,"(31052,)",0.049731771896282834,0.4708832807484127,False,0.026230644434690475,0.026815105229616165,0.002085012197494507,0.4583333333333333,-0.018363144993782044,-0.004573514064153035,0.020833333333333332,0.8683629760753636,0.9382352941176471,0.12564518551031745,0.34523809523809523,0.0,0.0,0.0,0.0
24,29668, Crisis,▁Crisis,OK,"(29668,)",0.05251938203970591,0.4730897630964006,False,0.022593021392822266,0.025436048706372578,-0.01493921875953674,0.5416666666666666,-0.0192013144493103,-0.009746653338273367,0.020833333333333332,0.8844452156477739,0.9323529411764706,0.24689928690592444,0.2261904761904762,0.0,0.0,0.0,0.0
25,28399, bewegt,▁bewegt,OK,"(28399,)",0.051769280185302094,0.4738669657991046,False,0.020009208470582962,0.020519280185302097,-0.0026522338390350337,0.625,-0.020673954486846925,-0.00827754537264506,0.041666666666666664,0.9104329581976319,0.988235294117647,0.33302638431390125,0.10714285714285708,0.03369772434234624,0.0,0.0,0.0
26,15157, sporting,▁sporting,OK,"(15157,)",0.05319682955741882,0.4844744858287629,False,0.03001866986354192,0.030280162890752155,0.0034677207469940184,0.4583333333333333,-0.022784727811813354,-0.006878184775511424,0.041666666666666664,0.8507055416954228,0.9735294117647059,0.0,0.34523809523809523,0.13923639059066767,0.0,0.0,0.0
27,2600, sport,▁sport,OK,"(2600,)",0.0487979918718338,0.4845341931259821,False,0.025821117063363392,0.025881325205167133,0.004745942354202271,0.4583333333333333,-0.01631108820438385,-0.006760366261005402,0.020833333333333332,0.8672953757723816,0.9705882352941176,0.1392960978878869,0.34523809523809523,0.0,0.0,0.0,0.0
28,5378, neck,▁neck,OK,"(5378,)",0.049362081785996756,0.49643945883190826,False,0.02209558089574178,0.02227874845266342,0.0016938865184783945,0.5416666666666666,-0.020135366916656496,-0.010939439137776693,0.041666666666666664,0.8906996043217473,0.9794117647058824,0.26348063680860734,0.2261904761904762,0.006768345832824756,0.0,0.0,0.0
29,28935, Squad,▁Squad,OK,"(28935,)",0.049870052933692934,0.5006549263757372,False,0.0243586724003156,0.024870052933692932,0.0008069157600402855,0.5,-0.020537927746772766,-0.010696190098921457,0.041666666666666664,0.850407901122196,0.9852941176470588,0.18804425332281324,0.28571428571428564,0.026896387338638285,0.0,0.0,0.0
30,22706,mog,mog,OK,"(22706,)",0.049007252852121985,0.5032820819862305,False,0.02168725182612737,0.021923919518788654,0.0005750060081481935,0.5416666666666666,-0.018080109357833864,-0.005328260362148285,0.0,0.8811539562074694,0.976470588235294,0.2770916057957543,0.2261904761904762,0.0,0.0,0.0,0.0
31,8221,image,image,OK,"(8221,)",0.048291878402233125,0.5093183389731815,False,0.023291878402233124,0.023291878402233124,0.004672986268997193,0.5,-0.019697490334510803,-0.008505245049794516,0.020833333333333332,0.844298473287569,0.9794117647058824,0.22360405325889585,0.28571428571428564,0.0,0.0,0.0,0.0
32,22608,occupant,occupant,OK,"(22608,)",0.048548675080140435,0.5105481814770471,False,0.023254983127117157,0.02354867508014043,0.001885378360748291,0.5,-0.019054904580116272,-0.00627147654692332,0.020833333333333332,0.8526562607220269,0.9705882352941176,0.22483389576276142,0.28571428571428564,0.0,0.0,0.0,0.0
33,25803, Sauce,▁Sauce,OK,"(25803,)",0.04942774474620819,0.5132970005746871,False,0.026150119801362354,0.026511078079541523,0.006053888797760011,0.4583333333333333,-0.020794591307640074,-0.010357576111952463,0.041666666666666664,0.844562459480628,0.95,0.12832933995458815,0.34523809523809523,0.039729565382003694,0.0,0.0,0.0
34,19867,rasi,rasi,OK,"(19867,)",0.049028636515140535,0.5135133055940506,False,0.02316602940360705,0.024028636515140533,-0.0009174257516860958,0.5,-0.019326630234718322,-0.009679178396860758,0.020833333333333332,0.8442440550811051,0.976470588235294,0.22779901987976492,0.28571428571428564,0.0,0.0,0.0,0.0
35,14797,graphic,graphic,OK,"(14797,)",0.048294428984324136,0.5156552233393229,False,0.023101771871248882,0.02329442898432414,0.0013707995414733891,0.5,-0.018705934286117554,-0.008607670664787292,0.020833333333333332,0.8358772365400425,0.9794117647058824,0.22994093762503723,0.28571428571428564,0.0,0.0,0.0,0.0
36,24143,KT,KT,OK,"(24143,)",0.04820570076505343,0.5232325430427278,False,0.02108873799443245,0.021122367431720097,0.00419946014881134,0.5416666666666666,-0.01736833155155182,-0.00716401884953181,0.020833333333333332,0.8407749523107398,0.976470588235294,0.29704206685225165,0.2261904761904762,0.0,0.0,0.0,0.0
37,30396,electrique,electrique,OK,"(30396,)",0.052029851575692496,0.5245441084816342,False,0.02494651824235916,0.02494651824235916,0.003981471061706545,0.5416666666666666,-0.022598084807395936,-0.00929844876130422,0.041666666666666664,0.8645050725873263,0.961764705882353,0.16844939192136127,0.2261904761904762,0.12990424036979675,0.0,0.0,0.0
38,25012, caption,▁caption,OK,"(25012,)",0.0478071299691995,0.528260239769542,False,0.022723621378342312,0.022807129969199497,0.006491684913635255,0.5,-0.01976563036441803,-0.008028455078601837,0.041666666666666664,0.9130226473137514,0.9852941176470588,0.24254595405525625,0.28571428571428564,0.0,0.0,0.0,0.0
39,2951,ches,ches,OK,"(2951,)",0.04769052341580391,0.5293635051874886,False,0.02269052341580391,0.02269052341580391,0.00497865378856659,0.5,-0.017240041494369508,-0.007878420253594717,0.0,0.8518629127418339,0.9705882352941176,0.243649219473203,0.28571428571428564,0.0,0.0,0.0,0.0
40,18132, Vorstand,▁Vorstand,OK,"(18132,)",0.04814413885275523,0.5327645332094223,False,0.024374206860860188,0.025227472186088562,0.0025513410568237314,0.4583333333333333,-0.01829523742198944,-0.004679647584756215,0.020833333333333332,0.8554658611434168,0.9411764705882352,0.18752643797132704,0.34523809523809523,0.0,0.0,0.0,0.0
