rank,pool_sequence,component_token_ids,trigger,objective,constraint_violation,feasible,low_gain_mean,low_positive_gain,low_gain_q10,low_coverage,high_gain_q05,high_gain_mean,global_drop_rate,range_ratio,spearman,violation_low_gain,violation_low_coverage,violation_high_tail,violation_drop_rate,violation_range,violation_rank
11,"0,13,100,26,159","30332,28688,14338,15157,3077",lucrarea piston surroundings sportingige,0.1343045189976692,0.0,True,0.08430451899766922,0.08430451899766922,0.05334707498550415,1.0,-0.018093013763427732,0.00020671884218851724,0.020833333333333332,0.7836144541857751,0.9705882352941176,0.0,0.0,0.0,0.0,0.0,0.0
12,"0,136,46,26,82","30332,2824,18927,15157,16771",lucrarea.... rar sporting posture,0.13409111946821212,0.0,True,0.08409111946821213,0.08409111946821213,0.0542631208896637,1.0,-0.01864027976989746,-0.00413660208384196,0.020833333333333332,0.768670211234496,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
13,"0,187,114,26,82","30332,20719,21415,15157,16771",lucrarea apărutRAL sporting posture,0.1340156078338623,0.0,True,0.0840156078338623,0.0840156078338623,0.05846937894821167,1.0,-0.01927102208137512,-0.0028075873851776123,0.020833333333333332,0.7638479862523401,0.9794117647058824,0.0,0.0,0.0,0.0,0.0,0.0
14,"0,13,35,26,158","30332,28688,14797,15157,17319",lucrarea pistongraphic sportingenţă,0.1337869793176651,0.0,True,0.0837869793176651,0.0837869793176651,0.061036378145217896,1.0,-0.019432872533798218,0.00016179184118906656,0.020833333333333332,0.7842560486994319,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
15,"0,129,100,26,141","30332,17,14338,15157,25205",lucrareat surroundings sportingizeze,0.13378296593825023,0.0,True,0.08378296593825023,0.08378296593825023,0.05755763649940491,1.0,-0.01855376362800598,8.307397365570068e-06,0.020833333333333332,0.7848779600320273,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
16,"0,133,157,26,82","30332,121,27499,15157,16771","lucrarea""izant sporting posture",0.13368410915136336,0.0,True,0.08368410915136337,0.08368410915136337,0.06017414331436157,1.0,-0.01964752972126007,-0.003789919118086497,0.020833333333333332,0.7685998149163469,0.9794117647058824,0.0,0.0,0.0,0.0,0.0,0.0
17,"0,13,100,26,169","30332,28688,14338,15157,680",lucrarea piston surroundings sporting sie,0.13360085139671962,0.0,True,0.08360085139671962,0.08360085139671962,0.05282484889030457,1.0,-0.019800209999084474,-0.0004907722274462382,0.020833333333333332,0.7545118289357119,0.9794117647058824,0.0,0.0,0.0,0.0,0.0,0.0
18,"0,13,100,26,141","30332,28688,14338,15157,25205",lucrarea piston surroundings sportingizeze,0.13355645090341567,0.0,True,0.08355645090341568,0.08355645090341568,0.05491412281990051,1.0,-0.019208645820617674,-0.00018105655908584595,0.020833333333333332,0.7965140391639727,0.9735294117647059,0.0,0.0,0.0,0.0,0.0,0.0
19,"0,129,41,26,158","30332,17,3852,15157,17319",lucrareat rep sportingenţă,0.13348740637302398,0.0,True,0.08348740637302399,0.08348740637302399,0.06024491786956787,1.0,-0.019383978843688966,-0.0002468427022298177,0.020833333333333332,0.7633314378301322,0.9823529411764707,0.0,0.0,0.0,0.0,0.0,0.0
20,"0,169,100,26,158","30332,680,14338,15157,17319",lucrarea sie surroundings sportingenţă,0.13345958838860195,0.0,True,0.08345958838860194,0.08345958838860194,0.05365074276924133,1.0,-0.019894346594810486,-0.001448504626750946,0.041666666666666664,0.7904050744630178,0.961764705882353,0.0,0.0,0.0,0.0,0.0,0.0
21,"0,129,112,26,169","30332,17,21711,15157,680",lucrareat bilden sporting sie,0.1333939736088117,0.0,True,0.08339397360881169,0.08339397360881169,0.05706749558448791,1.0,-0.019666096568107604,-0.0013260145982106526,0.0,0.7651400520083675,0.9735294117647059,0.0,0.0,0.0,0.0,0.0,0.0
22,"0,35,105,26,82","30332,14797,10924,15157,16771",lucrareagraphicissent sporting posture,0.13338312804698943,0.0,True,0.08338312804698944,0.08338312804698944,0.054121726751327516,1.0,-0.019387143850326537,-0.0038032655914624534,0.020833333333333332,0.7615304653574856,0.9823529411764707,0.0,0.0,0.0,0.0,0.0,0.0
23,"0,129,46,26,158","30332,17,18927,15157,17319",lucrareat rar sportingenţă,0.13296290785074233,0.0,True,0.08296290785074234,0.08296290785074234,0.05791805386543274,1.0,-0.019836181402206422,-0.00038110464811325073,0.041666666666666664,0.7660537375543439,0.9705882352941176,0.0,0.0,0.0,0.0,0.0,0.0
24,"0,189,100,26,169","30332,10646,14338,15157,680",lucrareatial surroundings sporting sie,0.13280943582455318,0.0,True,0.08280943582455318,0.08280943582455318,0.05217857956886292,1.0,-0.018496590852737426,-0.0015821283062299092,0.0,0.7508508344472341,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
25,"0,129,100,26,169","30332,17,14338,15157,680",lucrareat surroundings sporting sie,0.1327077825864156,0.0,True,0.0827077825864156,0.0827077825864156,0.05323900580406189,1.0,-0.016564375162124632,-0.0008965109785397848,0.0,0.756948606751115,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
26,"0,41,134,26,169","30332,3852,28448,15157,680",lucrarea rep senzati sporting sie,0.13255410691102346,0.0,True,0.08255410691102345,0.08255410691102345,0.05823509693145752,1.0,-0.01769486665725708,-0.0001640071471532186,0.0,0.7434315102102064,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
27,"0,35,100,26,169","30332,14797,14338,15157,680",lucrareagraphic surroundings sporting sie,0.1325139010945956,0.0,True,0.0825139010945956,0.0825139010945956,0.051386475563049316,1.0,-0.01914145052433014,-0.002927561601003011,0.020833333333333332,0.762250792595388,0.9647058823529412,0.0,0.0,0.0,0.0,0.0,0.0
28,"0,35,100,26,90","30332,14797,14338,15157,23060",lucrareagraphic surroundings sporting răspunde,0.13251351118087767,0.0,True,0.08251351118087769,0.08251351118087769,0.05783247947692871,1.0,-0.019931644201278687,-0.002730595568815867,0.041666666666666664,0.7661821799593878,0.976470588235294,0.0,0.0,0.0,0.0,0.0,0.0
