iteration,objective,soft_separation,soft_compact_radius,soft_blank_margin
0.0,0.15879768133163452,0.1438218057155609,0.5002719163894653,0.1444154977798462
1.0,0.15845632553100586,0.15306410193443298,0.5058305263519287,0.14314991235733032
2.0,0.12397365272045135,0.17996829748153687,0.5392360687255859,0.10597681999206543
3.0,0.17655445635318756,0.1931726038455963,0.4932275712490082,0.1572372019290924
4.0,0.13098308444023132,0.14593040943145752,0.5341593027114868,0.11639004945755005
5.0,0.18718022108078003,0.2057429552078247,0.48550650477409363,0.16660591959953308
6.0,0.1962672621011734,0.1858680546283722,0.4794981777667999,0.17768046259880066
7.0,0.1957521289587021,0.16970404982566833,0.47690626978874207,0.17878171801567078
8.0,0.19567406177520752,0.1688632071018219,0.47272393107414246,0.1787877380847931
9.0,0.20095635950565338,0.19598343968391418,0.4746769368648529,0.18135800957679749
10.0,0.22626493871212006,0.25272029638290405,0.4630948603153229,0.2009929120540619
11.0,0.2168450802564621,0.18664434552192688,0.46348491311073303,0.1981806457042694
12.0,0.21629929542541504,0.2226284146308899,0.4677909314632416,0.19403645396232605
13.0,0.17678315937519073,0.20525118708610535,0.5072596073150635,0.15625804662704468
14.0,0.21280112862586975,0.2244282364845276,0.47102662920951843,0.19035831093788147
15.0,0.2130763977766037,0.21748614311218262,0.4686454236507416,0.1913277804851532
16.0,0.2319723218679428,0.22445520758628845,0.45448407530784607,0.20952680706977844
17.0,0.24600978195667267,0.2503418028354645,0.4440591037273407,0.2209756076335907
18.0,0.1994728147983551,0.20611339807510376,0.48601511120796204,0.17886146903038025
19.0,0.23444440960884094,0.22862666845321655,0.4571969211101532,0.2115817368030548
20.0,0.23365813493728638,0.23740088939666748,0.4526241719722748,0.2099180519580841
21.0,0.2355462908744812,0.22834983468055725,0.4523654282093048,0.21271130442619324
22.0,0.25225144624710083,0.22915571928024292,0.4388086497783661,0.22933587431907654
23.0,0.25173836946487427,0.2481975257396698,0.4432719647884369,0.22691860795021057
24.0,0.2617829740047455,0.26161980628967285,0.43647757172584534,0.23562100529670715
25.0,0.2557508647441864,0.2181328535079956,0.4380529224872589,0.2339375913143158
26.0,0.22868923842906952,0.23739942908287048,0.47043517231941223,0.204949289560318
27.0,0.27116960287094116,0.2571854293346405,0.43066176772117615,0.24545106291770935
28.0,0.26803702116012573,0.28247693181037903,0.43190905451774597,0.23978933691978455
29.0,0.24770158529281616,0.2526542842388153,0.4529027044773102,0.22243615984916687
30.0,0.28946927189826965,0.2477092742919922,0.4144882261753082,0.2646983563899994
