pair_offset,source_row,inserted_count,cosine_similarity
14,599,15,0.8054720163345337
14,599,16,0.8047142028808594
14,599,17,0.8041638135910034
14,599,18,0.7928922176361084
14,599,19,0.7930697202682495
14,599,20,0.7911655306816101
14,599,21,0.791205644607544
14,599,22,0.7896536588668823
14,599,23,0.7896902561187744
14,599,24,0.7897130250930786
14,599,25,0.7897197604179382
14,599,26,0.7897067070007324
14,599,27,0.789685070514679
14,599,28,0.7896537184715271
14,599,29,0.78962242603302
14,599,30,0.7895841598510742
15,640,0,0.8120492696762085
15,640,1,0.8108334541320801
15,640,2,0.827078104019165
15,640,3,0.8278195858001709
15,640,4,0.8262333869934082
15,640,5,0.8247389793395996
15,640,6,0.8233686685562134
15,640,7,0.8195677995681763
15,640,8,0.8180873394012451
15,640,9,0.8111486434936523
15,640,10,0.7977349758148193
15,640,11,0.7867367267608643
15,640,12,0.7871888875961304
15,640,13,0.7874783277511597
15,640,14,0.7876573801040649
15,640,15,0.7877761125564575
15,640,16,0.7878455519676208
15,640,17,0.7879069447517395
15,640,18,0.7879228591918945
15,640,19,0.7879316210746765
15,640,20,0.7879351377487183
15,640,21,0.7879366874694824
15,640,22,0.787942111492157
15,640,23,0.7879390120506287
15,640,24,0.7879360318183899
15,640,25,0.7879325747489929
15,640,26,0.787928581237793
15,640,27,0.7879248857498169
15,640,28,0.787921130657196
15,640,29,0.7879171371459961
15,640,30,0.7879132032394409
16,659,0,0.821913480758667
16,659,1,0.8179838061332703
16,659,2,0.8429373502731323
16,659,3,0.8441283702850342
16,659,4,0.8362283706665039
16,659,5,0.8325778245925903
16,659,6,0.8048701286315918
16,659,7,0.7979686856269836
16,659,8,0.7815892696380615
16,659,9,0.7822718024253845
16,659,10,0.78244948387146
16,659,11,0.7827858924865723
16,659,12,0.7827087044715881
16,659,13,0.7815975546836853
16,659,14,0.7815247178077698
16,659,15,0.7813772559165955
16,659,16,0.7774568796157837
16,659,17,0.7775530815124512
16,659,18,0.7776176333427429
16,659,19,0.7776588201522827
16,659,20,0.7776769399642944
16,659,21,0.777686595916748
16,659,22,0.7776933908462524
16,659,23,0.7776869535446167
16,659,24,0.777679443359375
16,659,25,0.7776726484298706
16,659,26,0.7776697278022766
16,659,27,0.7777168154716492
16,659,28,0.7777304649353027
16,659,29,0.7777271866798401
16,659,30,0.7777097225189209
17,702,0,0.8442462682723999
17,702,1,0.8319145441055298
17,702,2,0.843503475189209
17,702,3,0.8416499495506287
17,702,4,0.8376988172531128
17,702,5,0.8324436545372009
17,702,6,0.8107852339744568
17,702,7,0.8056759238243103
17,702,8,0.8026230335235596
17,702,9,0.7999651432037354
17,702,10,0.797440230846405
17,702,11,0.7951232194900513
17,702,12,0.7928764820098877
17,702,13,0.7899503707885742
17,702,14,0.7812079191207886
17,702,15,0.7749843597412109
17,702,16,0.772929847240448
17,702,17,0.7706443667411804
17,702,18,0.768997073173523
17,702,19,0.7676507234573364
17,702,20,0.7665351629257202
17,702,21,0.7655713558197021
17,702,22,0.7647122740745544
17,702,23,0.7638776898384094
17,702,24,0.760672926902771
17,702,25,0.7598191499710083
17,702,26,0.759136438369751
17,702,27,0.7585206031799316
17,702,28,0.7579536437988281
17,702,29,0.7574490308761597
17,702,30,0.7569547891616821
18,751,0,0.8690577745437622
18,751,1,0.874874472618103
18,751,2,0.8871800303459167
18,751,3,0.8829531669616699
18,751,4,0.87873375415802
18,751,5,0.8732972741127014
18,751,6,0.8613221645355225
18,751,7,0.8520749807357788
18,751,8,0.8402783274650574
18,751,9,0.8350954055786133
18,751,10,0.8257037401199341
18,751,11,0.8220176696777344
18,751,12,0.8193680047988892
18,751,13,0.8169885873794556
18,751,14,0.8148528933525085
18,751,15,0.8104841709136963
18,751,16,0.8031944036483765
18,751,17,0.801606297492981
18,751,18,0.7913333773612976
