0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.49836716055870056,0.5053346157073975,0.611956000328064,0.6499008536338806,0.6689169406890869,0.6949789524078369,0.7045744061470032,0.7103645205497742,0.7143431901931763,0.7155979871749878,0.716489315032959,0.717195987701416,0.7176715135574341,0.7180861830711365,0.7230671048164368,0.7231482267379761,0.7232049107551575,0.7232486009597778,0.7232767343521118,0.7233245372772217,0.7233287692070007,0.7215070724487305,0.7215604782104492,0.7215983271598816,0.7216342687606812,0.7216638326644897,0.7216895818710327,0.7217123508453369,0.7217321395874023,0.7217511534690857,0.7217679023742676
0.5122227668762207,0.5171165466308594,0.594751238822937,0.6155040860176086,0.636339008808136,0.6513922810554504,0.662860631942749,0.6719090938568115,0.6817441582679749,0.6904608011245728,0.6958666443824768,0.6999930143356323,0.7032465934753418,0.7059025764465332,0.7102285623550415,0.7134971618652344,0.7185639142990112,0.7199921607971191,0.7212071418762207,0.7233561277389526,0.7280422449111938,0.7290882468223572,0.7298860549926758,0.7305717468261719,0.7310832738876343,0.7315160036087036,0.7318336367607117,0.7325094938278198,0.7328380346298218,0.7330225706100464,0.7337383031845093
0.5292413830757141,0.5264395475387573,0.5661309957504272,0.6176372170448303,0.6508910655975342,0.6665234565734863,0.6780767440795898,0.6872257590293884,0.6942193508148193,0.7035138607025146,0.7092304229736328,0.7140909433364868,0.7181167602539062,0.7214947938919067,0.7257757782936096,0.7283568382263184,0.730755090713501,0.732542097568512,0.7363615036010742,0.7376295328140259,0.7403508424758911,0.7413753271102905,0.7421432733535767,0.7432091236114502,0.743693470954895,0.7441825270652771,0.7446049451828003,0.7453539967536926,0.745776891708374,0.7465839982032776,0.7469650506973267
0.5666407346725464,0.5716451406478882,0.6269437074661255,0.6780039072036743,0.6975176334381104,0.7112551927566528,0.7214206457138062,0.7313802242279053,0.7382813096046448,0.74285489320755,0.7465031743049622,0.7494897842407227,0.7519457340240479,0.752708911895752,0.7554188966751099,0.7577705383300781,0.7595705389976501,0.7608843445777893,0.7619689702987671,0.7628613710403442,0.7636008262634277,0.76422119140625,0.763663113117218,0.7643125057220459,0.7650597095489502,0.7670035362243652,0.7663683295249939,0.7668022513389587,0.7668588757514954,0.7673578858375549,0.7676889896392822
0.5739142894744873,0.5915374755859375,0.6519027352333069,0.688689112663269,0.6993367671966553,0.7047555446624756,0.7084318995475769,0.7111117839813232,0.7141795754432678,0.7174842357635498,0.7187579870223999,0.7197434902191162,0.7198073863983154,0.7208529710769653,0.7199402451515198,0.7218163013458252,0.7220404148101807,0.7221789956092834,0.72202467918396,0.7218193411827087,0.7219404578208923,0.722011923789978,0.7220622897148132,0.7220667600631714,0.7210294604301453,0.7210979461669922,0.7211594581604004,0.7212015986442566,0.7212343215942383,0.7212569117546082,0.7212734222412109
0.5744308233261108,0.5831594467163086,0.6726497411727905,0.699697732925415,0.7120895385742188,0.7178514003753662,0.725429892539978,0.7296870946884155,0.7325804829597473,0.7332853078842163,0.7337371110916138,0.733953595161438,0.7340978384017944,0.7341418266296387,0.7310507893562317,0.7311828136444092,0.7312833666801453,0.7313677072525024,0.7314316630363464,0.7315142750740051,0.7315338253974915,0.7304606437683105,0.7305158376693726,0.730552077293396,0.7305865287780762,0.7306162714958191,0.7306428551673889,0.7306662201881409,0.730685830116272,0.7307045459747314,0.7307207584381104
0.5863892436027527,0.5949448347091675,0.6946640610694885,0.722413182258606,0.7360552549362183,0.7525148391723633,0.7560229897499084,0.7594609260559082,0.7610691785812378,0.7618671655654907,0.7623217105865479,0.7625616788864136,0.7626464366912842,0.762688159942627,0.7609043121337891,0.7609415650367737,0.7609747648239136,0.7609994411468506,0.7610125541687012,0.7610486149787903,0.761024534702301,0.7584908604621887,0.7585712671279907,0.7586188912391663,0.7586635947227478,0.7587020397186279,0.7587343454360962,0.7587618827819824,0.7587857842445374,0.7588095664978027,0.7588300704956055
0.5947068929672241,0.5837347507476807,0.6345449686050415,0.6715368032455444,0.68513423204422,0.6951820254325867,0.6999677419662476,0.7114295959472656,0.7157849669456482,0.7180765867233276,0.7195825576782227,0.7175543308258057,0.7182966470718384,0.7186098098754883,0.7203786373138428,0.7205764055252075,0.7206417322158813,0.7206346988677979,0.7205905318260193,0.7186586856842041,0.7187350988388062,0.7187713980674744,0.7171453833580017,0.7172096371650696,0.7172448635101318,0.7172682881355286,0.7172872424125671,0.717300534248352,0.7173049449920654,0.7173041105270386,0.717296838760376
0.6025059819221497,0.6117578148841858,0.6516660451889038,0.6877509951591492,0.7031189203262329,0.7145007252693176,0.7229422330856323,0.7387979030609131,0.7502749562263489,0.7534533143043518,0.7580339312553406,0.7605046033859253,0.7651604413986206,0.7634148001670837,0.7638550996780396,0.7641079425811768,0.7642327547073364,0.7616999745368958,0.7614896297454834,0.7615915536880493,0.7617264986038208,0.7617764472961426,0.7617865800857544,0.7617678046226501,0.7617424130439758,0.7617141008377075,0.7616810202598572,0.7616459131240845,0.7616084814071655,0.7615674734115601,0.7615293860435486
0.6170640587806702,0.6306496262550354,0.6955164074897766,0.7409878969192505,0.7538655400276184,0.7735801935195923,0.7776051759719849,0.7797296047210693,0.7799994349479675,0.7815287113189697,0.7824146747589111,0.7827485203742981,0.7828975915908813,0.782996654510498,0.7799659967422485,0.7804980278015137,0.7805733680725098,0.7801446914672852,0.7793335318565369,0.7794817686080933,0.7794755697250366,0.7777461409568787,0.7778983116149902,0.7779667377471924,0.7776169180870056,0.7765753269195557,0.7767190933227539,0.7768466472625732,0.7769421339035034,0.7770185470581055,0.7770729660987854
0.6404609084129333,0.6504418253898621,0.6915979385375977,0.7399114966392517,0.7510371208190918,0.7582855820655823,0.7619905471801758,0.7655665874481201,0.7674952745437622,0.7688106894493103,0.7697656154632568,0.7705144882202148,0.7709946632385254,0.7711126804351807,0.7719789147377014,0.7725020051002502,0.7728027105331421,0.7729912996292114,0.7731289863586426,0.7732532024383545,0.7695082426071167,0.7695322036743164,0.7695673704147339,0.7693827152252197,0.7693887948989868,0.7694143056869507,0.7694251537322998,0.7685370445251465,0.7671493291854858,0.7672215700149536,0.767285943031311
