pool_index,rank,token_id,literal,raw_vocab,category,component_ids,objective,constraint_violation,feasible,core_feasible,absolute_escape_q05,relative_outward_q05,escape_rate,compact_radius_q95,triggered_pairwise_mean,triggered_pairwise_q05,all_cluster_clearance_q05,blank_region_cluster_feasible,violation_absolute_escape,violation_relative_outward,violation_escape_coverage,violation_compact_radius,per_mode_metrics_json,pool_source
473,10537,30453, Christchurch,▁Christchurch,OK,"(30453,)",-0.7755066176744042,12.328591705395148,False,False,-0.1553340870836328,-0.023025112986144,0.078125,0.5971474176046273,0.7399458378725513,0.6707459271893561,-0.1553340870836328,False,8.766704354181643,2.151255649307201,0.9177631578947368,0.4928685440115682,"[{""absolute_escape_q05"": -0.15147007566781204, ""relative_outward_q05"": -0.02211059258503866, ""escape_rate"": 0.1171875, ""compact_radius_q95"": 0.5930133835430567, ""triggered_pairwise_mean"": 0.7399458378725513, ""triggered_pairwise_q05"": 0.6739007408572651, ""all_cluster_clearance_q05"": -0.15147007566781204, ""center_norm_pre_normalization"": 0.8613811649884967}, {""absolute_escape_q05"": -0.15533408708363286, ""relative_outward_q05"": -0.023025112986144017, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5822768784042316, ""triggered_pairwise_mean"": 0.750348990819707, ""triggered_pairwise_q05"": 0.685946839493316, ""all_cluster_clearance_q05"": -0.15533408708363286, ""center_norm_pre_normalization"": 0.8673519410999714}, {""absolute_escape_q05"": -0.1515719398116251, ""relative_outward_q05"": -0.021334217360506696, ""escape_rate"": 0.125, ""compact_radius_q95"": 0.5971474176046273, ""triggered_pairwise_mean"": 0.7417752870064778, ""triggered_pairwise_q05"": 0.6707459271893561, ""all_cluster_clearance_q05"": -0.1515719398116251, ""center_norm_pre_normalization"": 0.8624341528363556}]",compact
474,2054,25559, Morocco,▁Morocco,OK,"(25559,)",-0.7652797592630176,11.829096873408847,False,False,-0.1436084672420351,-0.024253917278491,0.0546875,0.5974173747424915,0.7407865496897542,0.6677342123879876,-0.1436084672420351,False,8.180423362101754,2.2126958639245498,0.9424342105263158,0.4935434368562286,"[{""absolute_escape_q05"": -0.14070283910755182, ""relative_outward_q05"": -0.019657378063934697, ""escape_rate"": 0.109375, ""compact_radius_q95"": 0.5914574792529788, ""triggered_pairwise_mean"": 0.7413552593047286, ""triggered_pairwise_q05"": 0.6748636959044756, ""all_cluster_clearance_q05"": -0.14070283910755182, ""center_norm_pre_normalization"": 0.8621925084814994}, {""absolute_escape_q05"": -0.1436084672420351, ""relative_outward_q05"": -0.024253917278491, ""escape_rate"": 0.0546875, ""compact_radius_q95"": 0.584348445867998, ""triggered_pairwise_mean"": 0.7544681101796629, ""triggered_pairwise_q05"": 0.6903510417248058, ""all_cluster_clearance_q05"": -0.1436084672420351, ""center_norm_pre_normalization"": 0.8697047363651881}, {""absolute_escape_q05"": -0.14256815621871885, ""relative_outward_q05"": -0.02233459190071114, ""escape_rate"": 0.1015625, ""compact_radius_q95"": 0.5974173747424915, ""triggered_pairwise_mean"": 0.7407865496897542, ""triggered_pairwise_q05"": 0.6677342123879876, ""all_cluster_clearance_q05"": -0.14256815621871885, ""center_norm_pre_normalization"": 0.8618652187192621}]",compact
475,22737,20017, sandwiches,▁sandwiches,OK,"(20017,)",-0.7836727583504552,12.718771819135272,False,False,-0.1506553928752481,-0.0353151983069385,0.0703125,0.5977021671682685,0.7473922660905384,0.6759546922709898,-0.1506553928752481,False,8.532769643762407,2.765759915346929,0.9259868421052632,0.4942554179206712,"[{""absolute_escape_q05"": -0.15065539287524815, ""relative_outward_q05"": -0.029506967291095244, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5750550583488763, ""triggered_pairwise_mean"": 0.7539659281422241, ""triggered_pairwise_q05"": 0.6892585287832943, ""all_cluster_clearance_q05"": -0.15065539287524815, ""center_norm_pre_normalization"": 0.869418236385085}, {""absolute_escape_q05"": -0.13978515137741312, ""relative_outward_q05"": -0.031253018308720106, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5641643380063729, ""triggered_pairwise_mean"": 0.7662966213095517, ""triggered_pairwise_q05"": 0.7004826698562249, ""all_cluster_clearance_q05"": -0.13978515137741312, ""center_norm_pre_normalization"": 0.8764259405866859}, {""absolute_escape_q05"": -0.13700668499011906, ""relative_outward_q05"": -0.03531519830693858, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5977021671682685, ""triggered_pairwise_mean"": 0.7473922660905384, ""triggered_pairwise_q05"": 0.6759546922709898, ""all_cluster_clearance_q05"": -0.13700668499011906, ""center_norm_pre_normalization"": 0.8656591502787356}]",compact
476,2648,14354, Poland,▁Poland,OK,"(14354,)",-0.7674559165216519,11.905688736689596,False,False,-0.147577295764843,-0.0219561446366239,0.0625,0.597922476120185,0.7411597986415964,0.6755859696508271,-0.147577295764843,False,8.378864788242149,2.097807231831196,0.9342105263157896,0.4948061903004624,"[{""absolute_escape_q05"": -0.147577295764843, ""relative_outward_q05"": -0.016915093944478765, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5847440349986492, ""triggered_pairwise_mean"": 0.7412266966681039, ""triggered_pairwise_q05"": 0.6774588986771479, ""all_cluster_clearance_q05"": -0.147577295764843, ""center_norm_pre_normalization"": 0.8621185321304026}, {""absolute_escape_q05"": -0.14017155275666301, ""relative_outward_q05"": -0.021956144636623914, ""escape_rate"": 0.0625, ""compact_radius_q95"": 0.5674514518622978, ""triggered_pairwise_mean"": 0.7542943435040805, ""triggered_pairwise_q05"": 0.6933262034528541, ""all_cluster_clearance_q05"": -0.14017155275666301, ""center_norm_pre_normalization"": 0.8696056113786825}, {""absolute_escape_q05"": -0.14014100660899287, ""relative_outward_q05"": -0.01889946374211395, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.597922476120185, ""triggered_pairwise_mean"": 0.7411597986415964, ""triggered_pairwise_q05"": 0.6755859696508271, ""all_cluster_clearance_q05"": -0.14014100660899287, ""center_norm_pre_normalization"": 0.8620800357855475}]",compact
477,11974,26230, Presidential,▁Presidential,OK,"(26230,)",-0.7773484786381701,12.378983002790704,False,False,-0.1510543133205766,-0.0282688161173295,0.078125,0.598025349200264,0.7352618397003114,0.6671153109219843,-0.1510543133205766,False,8.552715666028833,2.413440805866476,0.9177631578947368,0.4950633730006598,"[{""absolute_escape_q05"": -0.1474710860830879, ""relative_outward_q05"": -0.028268816117329513, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5934691754649022, ""triggered_pairwise_mean"": 0.7359761978961293, ""triggered_pairwise_q05"": 0.6694935984279542, ""all_cluster_clearance_q05"": -0.1474710860830879, ""center_norm_pre_normalization"": 0.8590918951443653}, {""absolute_escape_q05"": -0.1448286143943476, ""relative_outward_q05"": -0.02737713624640773, ""escape_rate"": 0.1015625, ""compact_radius_q95"": 0.568676288480246, ""triggered_pairwise_mean"": 0.7597851462025921, ""triggered_pairwise_q05"": 0.696208753254076, ""all_cluster_clearance_q05"": -0.1448286143943476, ""center_norm_pre_normalization"": 0.8727323903624232}, {""absolute_escape_q05"": -0.15105431332057667, ""relative_outward_q05"": -0.023944861612968216, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.598025349200264, ""triggered_pairwise_mean"": 0.7352618397003114, ""triggered_pairwise_q05"": 0.6671153109219843, ""all_cluster_clearance_q05"": -0.15105431332057667, ""center_norm_pre_normalization"": 0.8586792806110274}]",compact
478,1615,26297, sushi,▁sushi,OK,"(26297,)",-0.7655988791823176,11.76336843332065,False,False,-0.145267032872012,-0.022060450199381,0.09375,0.5982713961109245,0.7512271967396444,0.6813473419964317,-0.145267032872012,False,8.263351643600602,2.1030225099690507,0.9013157894736842,0.4956784902773112,"[{""absolute_escape_q05"": -0.14526703287201206, ""relative_outward_q05"": -0.021787628875522658, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5797758969123843, ""triggered_pairwise_mean"": 0.7512271967396444, ""triggered_pairwise_q05"": 0.6835376898674784, ""all_cluster_clearance_q05"": -0.14526703287201206, ""center_norm_pre_normalization"": 0.8678540975786159}, {""absolute_escape_q05"": -0.13883549042561447, ""relative_outward_q05"": -0.02206045019938101, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5780218611413694, ""triggered_pairwise_mean"": 0.7688434762986388, ""triggered_pairwise_q05"": 0.7009017763423273, ""all_cluster_clearance_q05"": -0.13883549042561447, ""center_norm_pre_normalization"": 0.8778663833410916}, {""absolute_escape_q05"": -0.1433910390609177, ""relative_outward_q05"": -0.01907235438676184, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5982713961109245, ""triggered_pairwise_mean"": 0.7527116718935298, ""triggered_pairwise_q05"": 0.6813473419964317, ""all_cluster_clearance_q05"": -0.1433910390609177, ""center_norm_pre_normalization"": 0.8687022576298069}]",compact
479,29294,24694, politician,▁politician,OK,"(24694,)",-0.7906988026617552,13.039797685757986,False,False,-0.153730042713676,-0.0386291959599731,0.0703125,0.5983395639881061,0.7417354408836228,0.66973688065464,-0.153730042713676,False,8.686502135683801,2.9314597979986554,0.9259868421052632,0.4958489099702651,"[{""absolute_escape_q05"": -0.15373004271367602, ""relative_outward_q05"": -0.03052919233081063, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5762805611981947, ""triggered_pairwise_mean"": 0.748484703696141, ""triggered_pairwise_q05"": 0.6869518434122545, ""all_cluster_clearance_q05"": -0.15373004271367602, ""center_norm_pre_normalization"": 0.8662849804515692}, {""absolute_escape_q05"": -0.14683467536362305, ""relative_outward_q05"": -0.03579567020460278, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.579264789703178, ""triggered_pairwise_mean"": 0.7573537720835132, ""triggered_pairwise_q05"": 0.6945184161558571, ""all_cluster_clearance_q05"": -0.14683467536362305, ""center_norm_pre_normalization"": 0.8713492102013695}, {""absolute_escape_q05"": -0.1449062226837086, ""relative_outward_q05"": -0.038629195959973106, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5983395639881061, ""triggered_pairwise_mean"": 0.7417354408836228, ""triggered_pairwise_q05"": 0.66973688065464, ""all_cluster_clearance_q05"": -0.1449062226837086, ""center_norm_pre_normalization"": 0.8624112320148456}]",compact
480,7900,15363, Moscow,▁Moscow,OK,"(15363,)",-0.7742922490639139,12.22716200380872,False,False,-0.1483146178208809,-0.0276268738598169,0.0625,0.5983507573832161,0.7382749911105562,0.6725333135074343,-0.1483146178208809,False,8.415730891044044,2.3813436929908454,0.9342105263157896,0.4958768934580401,"[{""absolute_escape_q05"": -0.1470818868843889, ""relative_outward_q05"": -0.018580138131782175, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5961743347640354, ""triggered_pairwise_mean"": 0.7382749911105562, ""triggered_pairwise_q05"": 0.6746309858168441, ""all_cluster_clearance_q05"": -0.1470818868843889, ""center_norm_pre_normalization"": 0.8604183390258174}, {""absolute_escape_q05"": -0.14025282924363272, ""relative_outward_q05"": -0.02762687385981691, ""escape_rate"": 0.0625, ""compact_radius_q95"": 0.5718123360960585, ""triggered_pairwise_mean"": 0.7562536901139774, ""triggered_pairwise_q05"": 0.6948524417982576, ""all_cluster_clearance_q05"": -0.14025282924363272, ""center_norm_pre_normalization"": 0.8707226645182561}, {""absolute_escape_q05"": -0.1483146178208809, ""relative_outward_q05"": -0.021221408283666206, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5983507573832161, ""triggered_pairwise_mean"": 0.7395537985919868, ""triggered_pairwise_q05"": 0.6725333135074343, ""all_cluster_clearance_q05"": -0.1483146178208809, ""center_norm_pre_normalization"": 0.8611553488907897}]",compact
481,5957,26324, chemotherapy,▁chemotherapy,OK,"(26324,)",-0.7726382625023158,12.135200986178589,False,False,-0.1430550235296982,-0.0312106288454077,0.0703125,0.5983726101272099,0.7530832547304284,0.6822195970720631,-0.1430550235296982,False,8.152751176484912,2.560531442270386,0.9259868421052632,0.4959315253180246,"[{""absolute_escape_q05"": -0.14305502352969826, ""relative_outward_q05"": -0.025737210936701546, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5601585033914702, ""triggered_pairwise_mean"": 0.7659074865216425, ""triggered_pairwise_q05"": 0.704125701997428, ""all_cluster_clearance_q05"": -0.14305502352969826, ""center_norm_pre_normalization"": 0.8762056463346904}, {""absolute_escape_q05"": -0.13468219815463287, ""relative_outward_q05"": -0.03121062884540773, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5634813188831025, ""triggered_pairwise_mean"": 0.7760421427991384, ""triggered_pairwise_q05"": 0.7059613922927308, ""all_cluster_clearance_q05"": -0.13468219815463287, ""center_norm_pre_normalization"": 0.8819250614149363}, {""absolute_escape_q05"": -0.13145118667542796, ""relative_outward_q05"": -0.02464981578101001, ""escape_rate"": 0.125, ""compact_radius_q95"": 0.5983726101272099, ""triggered_pairwise_mean"": 0.7530832547304284, ""triggered_pairwise_q05"": 0.6822195970720631, ""all_cluster_clearance_q05"": -0.13145118667542796, ""center_norm_pre_normalization"": 0.8689144331977262}]",compact
482,11206,9299, Turkey,▁Turkey,OK,"(9299,)",-0.7765531212908767,12.352568976117553,False,False,-0.1480870619214122,-0.0300293228818196,0.046875,0.5984367364876447,0.739613179987275,0.6725943755723118,-0.1480870619214122,False,8.404353096070613,2.501466144090983,0.950657894736842,0.4960918412191117,"[{""absolute_escape_q05"": -0.14716992863390943, ""relative_outward_q05"": -0.025323851413125605, ""escape_rate"": 0.046875, ""compact_radius_q95"": 0.5938271229357731, ""triggered_pairwise_mean"": 0.739613179987275, ""triggered_pairwise_q05"": 0.6736516783421445, ""all_cluster_clearance_q05"": -0.14716992863390943, ""center_norm_pre_normalization"": 0.8611895566149976}, {""absolute_escape_q05"": -0.14771568425760923, ""relative_outward_q05"": -0.030029322881819663, ""escape_rate"": 0.046875, ""compact_radius_q95"": 0.5750385202984631, ""triggered_pairwise_mean"": 0.7564890819632631, ""triggered_pairwise_q05"": 0.6913337414342846, ""all_cluster_clearance_q05"": -0.14771568425760923, ""center_norm_pre_normalization"": 0.8708567685765437}, {""absolute_escape_q05"": -0.14808706192141227, ""relative_outward_q05"": -0.024244391074473397, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5984367364876447, ""triggered_pairwise_mean"": 0.7419034171795114, ""triggered_pairwise_q05"": 0.6725943755723118, ""all_cluster_clearance_q05"": -0.14808706192141227, ""center_norm_pre_normalization"": 0.8625078533983854}]",compact
483,3030,25659, $60,▁$60,OK,"(25659,)",-0.7691018399308838,11.94436515593775,False,False,-0.1500618537088288,-0.0205454599378196,0.078125,0.5984945262842353,0.7405343048932354,0.6700603228329707,-0.1500618537088288,False,8.503092685441441,2.0272729968909844,0.9177631578947368,0.4962363157105881,"[{""absolute_escape_q05"": -0.15006185370882885, ""relative_outward_q05"": -0.017606507144784626, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5772068235682334, ""triggered_pairwise_mean"": 0.748659655579851, ""triggered_pairwise_q05"": 0.6846801204750962, ""all_cluster_clearance_q05"": -0.15006185370882885, ""center_norm_pre_normalization"": 0.866385164036201}, {""absolute_escape_q05"": -0.14341735648150408, ""relative_outward_q05"": -0.02054545993781969, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5725393440455122, ""triggered_pairwise_mean"": 0.7605865626010153, ""triggered_pairwise_q05"": 0.6951709692435496, ""all_cluster_clearance_q05"": -0.14341735648150408, ""center_norm_pre_normalization"": 0.8731878265672192}, {""absolute_escape_q05"": -0.1484486035015428, ""relative_outward_q05"": -0.01663376418708023, ""escape_rate"": 0.109375, ""compact_radius_q95"": 0.5984945262842353, ""triggered_pairwise_mean"": 0.7405343048932354, ""triggered_pairwise_q05"": 0.6700603228329707, ""all_cluster_clearance_q05"": -0.1484486035015428, ""center_norm_pre_normalization"": 0.861720013120306}]",compact
484,6169,23568, douche,▁douche,OK,"(23568,)",-0.7726786489974468,12.146587420556529,False,False,-0.1499050939575233,-0.0240787566388149,0.046875,0.5986947984011085,0.7509365723206048,0.6779932801893496,-0.1499050939575233,False,8.495254697876165,2.203937831940749,0.950657894736842,0.4967369960027712,"[{""absolute_escape_q05"": -0.13827838297060988, ""relative_outward_q05"": -0.02236420356419248, ""escape_rate"": 0.046875, ""compact_radius_q95"": 0.5766090755835582, ""triggered_pairwise_mean"": 0.7598724627932462, ""triggered_pairwise_q05"": 0.6978583307326043, ""all_cluster_clearance_q05"": -0.13827838297060988, ""center_norm_pre_normalization"": 0.8727820229580564}, {""absolute_escape_q05"": -0.14171270352848173, ""relative_outward_q05"": -0.02407875663881498, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5620370820076838, ""triggered_pairwise_mean"": 0.7690657750042112, ""triggered_pairwise_q05"": 0.7044443243159451, ""all_cluster_clearance_q05"": -0.14171270352848173, ""center_norm_pre_normalization"": 0.8779919983060425}, {""absolute_escape_q05"": -0.1499050939575233, ""relative_outward_q05"": -0.023160821584395808, ""escape_rate"": 0.078125, ""compact_radius_q95"": 0.5986947984011085, ""triggered_pairwise_mean"": 0.7509365723206048, ""triggered_pairwise_q05"": 0.6779932801893496, ""all_cluster_clearance_q05"": -0.1499050939575233, ""center_norm_pre_normalization"": 0.8676879512528815}]",compact
485,612,19546, Idaho,▁Idaho,OK,"(19546,)",-0.7604521832199784,11.509632117679043,False,False,-0.1454561734994516,-0.0162809805536817,0.0703125,0.598715029166845,0.7368922769721441,0.6698699157980512,-0.1454561734994516,False,8.27280867497258,1.814049027684087,0.9259868421052632,0.4967875729171125,"[{""absolute_escape_q05"": -0.14391855311092586, ""relative_outward_q05"": -0.016280980553681747, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.598715029166845, ""triggered_pairwise_mean"": 0.7402511000914878, ""triggered_pairwise_q05"": 0.6743059708330484, ""all_cluster_clearance_q05"": -0.14391855311092586, ""center_norm_pre_normalization"": 0.861556956168881}, {""absolute_escape_q05"": -0.1454561734994516, ""relative_outward_q05"": -0.014722650037878399, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5809176891840155, ""triggered_pairwise_mean"": 0.7541695380216499, ""triggered_pairwise_q05"": 0.6898007769450651, ""all_cluster_clearance_q05"": -0.1454561734994516, ""center_norm_pre_normalization"": 0.8695344092738821}, {""absolute_escape_q05"": -0.1451785303893276, ""relative_outward_q05"": -0.016078488680972183, ""escape_rate"": 0.1015625, ""compact_radius_q95"": 0.5978245967272696, ""triggered_pairwise_mean"": 0.7368922769721441, ""triggered_pairwise_q05"": 0.6698699157980512, ""all_cluster_clearance_q05"": -0.1451785303893276, ""center_norm_pre_normalization"": 0.8596207340776645}]",compact
486,5801,24532, Vietnamese,▁Vietnamese,OK,"(24532,)",-0.7728032441118716,12.126771860397046,False,False,-0.1542440219213948,-0.0198354919314914,0.0703125,0.5987237302589853,0.7415425207142872,0.6671169695882978,-0.1542440219213948,False,8.712201096069744,1.991774596574574,0.9259868421052632,0.4968093256474631,"[{""absolute_escape_q05"": -0.1512027788252601, ""relative_outward_q05"": -0.016300759648244456, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5861033574060607, ""triggered_pairwise_mean"": 0.7426635216223053, ""triggered_pairwise_q05"": 0.6768384126556766, ""all_cluster_clearance_q05"": -0.1512027788252601, ""center_norm_pre_normalization"": 0.8629449363963798}, {""absolute_escape_q05"": -0.14153637170516883, ""relative_outward_q05"": -0.019835491931491478, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5759556548125129, ""triggered_pairwise_mean"": 0.7574437520560544, ""triggered_pairwise_q05"": 0.6940590996814128, ""all_cluster_clearance_q05"": -0.14153637170516883, ""center_norm_pre_normalization"": 0.8714004379354499}, {""absolute_escape_q05"": -0.15424402192139489, ""relative_outward_q05"": -0.014703539156606781, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5987237302589853, ""triggered_pairwise_mean"": 0.7415425207142872, ""triggered_pairwise_q05"": 0.6671169695882978, ""all_cluster_clearance_q05"": -0.15424402192139489, ""center_norm_pre_normalization"": 0.8623002494394639}]",compact
487,5515,30775, Phuket,▁Phuket,OK,"(30775,)",-0.7725440676819222,12.111810986408344,False,False,-0.1501965092377892,-0.0235816797116481,0.0703125,0.5987658787324848,0.7418701635464723,0.67085724163901,-0.1501965092377892,False,8.509825461889461,2.179083985582409,0.9259868421052632,0.4969146968312118,"[{""absolute_escape_q05"": -0.15019650923778924, ""relative_outward_q05"": -0.018703659252711866, ""escape_rate"": 0.1015625, ""compact_radius_q95"": 0.5969417872843171, ""triggered_pairwise_mean"": 0.7418701635464723, ""triggered_pairwise_q05"": 0.6748858239306442, ""all_cluster_clearance_q05"": -0.15019650923778924, ""center_norm_pre_normalization"": 0.8624887264377015}, {""absolute_escape_q05"": -0.14502508244955922, ""relative_outward_q05"": -0.0183789011680195, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5808284240186967, ""triggered_pairwise_mean"": 0.7641780587198065, ""triggered_pairwise_q05"": 0.6982745257755986, ""all_cluster_clearance_q05"": -0.14502508244955922, ""center_norm_pre_normalization"": 0.8752259239833706}, {""absolute_escape_q05"": -0.14909973785858607, ""relative_outward_q05"": -0.023581679711648176, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5987658787324848, ""triggered_pairwise_mean"": 0.7429889081876769, ""triggered_pairwise_q05"": 0.67085724163901, ""all_cluster_clearance_q05"": -0.14909973785858607, ""center_norm_pre_normalization"": 0.8631319758302648}]",compact
488,2692,22017, Hyundai,▁Hyundai,OK,"(22017,)",-0.768842936701579,11.909151025021105,False,False,-0.1523312422539615,-0.0177214779477846,0.0859375,0.5987902164998328,0.7425914393646922,0.674210163589711,-0.1523312422539615,False,8.616562112698078,1.8860738973892337,0.9095394736842104,0.4969755412495819,"[{""absolute_escape_q05"": -0.15233124225396158, ""relative_outward_q05"": -0.01700180195618382, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5918125788442531, ""triggered_pairwise_mean"": 0.7499019471967514, ""triggered_pairwise_q05"": 0.6815047764545838, ""all_cluster_clearance_q05"": -0.15233124225396158, ""center_norm_pre_normalization"": 0.8670962106971475}, {""absolute_escape_q05"": -0.1516364070354289, ""relative_outward_q05"": -0.017721477947784676, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5758757313602427, ""triggered_pairwise_mean"": 0.757263853251909, ""triggered_pairwise_q05"": 0.6915082260927679, ""all_cluster_clearance_q05"": -0.1516364070354289, ""center_norm_pre_normalization"": 0.8712980143346423}, {""absolute_escape_q05"": -0.14945496939059924, ""relative_outward_q05"": -0.01698347732343497, ""escape_rate"": 0.09375, ""compact_radius_q95"": 0.5987902164998328, ""triggered_pairwise_mean"": 0.7425914393646922, ""triggered_pairwise_q05"": 0.674210163589711, ""all_cluster_clearance_q05"": -0.14945496939059924, ""center_norm_pre_normalization"": 0.8629034964438502}]",compact
489,11127,29417, cellphone,▁cellphone,OK,"(29417,)",-0.7770164220625498,12.349570932563054,False,False,-0.1515224199091539,-0.0266795941304327,0.0546875,0.5988144080229632,0.743554154750038,0.6730521587741483,-0.1515224199091539,False,8.576120995457694,2.333979706521637,0.9424342105263158,0.4970360200574078,"[{""absolute_escape_q05"": -0.14296451364382678, ""relative_outward_q05"": -0.023468900694067332, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5884498733819014, ""triggered_pairwise_mean"": 0.745553883584165, ""triggered_pairwise_q05"": 0.6794081123041779, ""all_cluster_clearance_q05"": -0.14296451364382678, ""center_norm_pre_normalization"": 0.8646049642425564}, {""absolute_escape_q05"": -0.1515224199091539, ""relative_outward_q05"": -0.026679594130432742, ""escape_rate"": 0.0546875, ""compact_radius_q95"": 0.5766324202502605, ""triggered_pairwise_mean"": 0.7605266076041586, ""triggered_pairwise_q05"": 0.6931076294771925, ""all_cluster_clearance_q05"": -0.1515224199091539, ""center_norm_pre_normalization"": 0.8731537630222073}, {""absolute_escape_q05"": -0.13883328389006402, ""relative_outward_q05"": -0.021687030300673874, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5988144080229632, ""triggered_pairwise_mean"": 0.743554154750038, ""triggered_pairwise_q05"": 0.6730521587741483, ""all_cluster_clearance_q05"": -0.13883328389006402, ""center_norm_pre_normalization"": 0.8634567958796694}]",compact
490,1439,30843, Gluten,▁Gluten,OK,"(30843,)",-0.7651607097492963,11.733992569267183,False,False,-0.1443446017781185,-0.0218681130174326,0.0703125,0.5989479949537451,0.747439182141265,0.6754219872223552,-0.1443446017781185,False,8.217230088905927,2.0934056508716323,0.9259868421052632,0.4973699873843626,"[{""absolute_escape_q05"": -0.14434460177811856, ""relative_outward_q05"": -0.020803728888110384, ""escape_rate"": 0.0703125, ""compact_radius_q95"": 0.5915117337922814, ""triggered_pairwise_mean"": 0.7489336827381867, ""triggered_pairwise_q05"": 0.6803593479337482, ""all_cluster_clearance_q05"": -0.14434460177811856, ""center_norm_pre_normalization"": 0.8665420582297583}, {""absolute_escape_q05"": -0.1342438589333141, ""relative_outward_q05"": -0.017598759506237314, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5435753988191505, ""triggered_pairwise_mean"": 0.7784230313159141, ""triggered_pairwise_q05"": 0.7150296283345983, ""all_cluster_clearance_q05"": -0.1342438589333141, ""center_norm_pre_normalization"": 0.8832633252844779}, {""absolute_escape_q05"": -0.1436686785740263, ""relative_outward_q05"": -0.021868113017432647, ""escape_rate"": 0.0859375, ""compact_radius_q95"": 0.5989479949537451, ""triggered_pairwise_mean"": 0.747439182141265, ""triggered_pairwise_q05"": 0.6754219872223552, ""all_cluster_clearance_q05"": -0.1436686785740263, ""center_norm_pre_normalization"": 0.8656860365676253}]",compact
491,19736,3711, chocolate,▁chocolate,OK,"(3711,)",-0.7824780319241792,12.620730424107917,False,False,-0.1514940591193845,-0.0319559924503128,0.046875,0.5990279803544818,0.7399522450342394,0.6738456409664674,-0.1514940591193845,False,8.574702955969226,2.5977996225156423,0.950657894736842,0.4975699508862044,"[{""absolute_escape_q05"": -0.15149405911938452, ""relative_outward_q05"": -0.026434829230916595, ""escape_rate"": 0.046875, ""compact_radius_q95"": 0.5990279803544818, ""triggered_pairwise_mean"": 0.7399522450342394, ""triggered_pairwise_q05"": 0.6738456409664674, ""all_cluster_clearance_q05"": -0.15149405911938452, ""center_norm_pre_normalization"": 0.8613848549975156}, {""absolute_escape_q05"": -0.14802918589743794, ""relative_outward_q05"": -0.03195599245031285, ""escape_rate"": 0.0546875, ""compact_radius_q95"": 0.5766880336471967, ""triggered_pairwise_mean"": 0.76059589602985, ""triggered_pairwise_q05"": 0.6931422572495137, ""all_cluster_clearance_q05"": -0.14802918589743794, ""center_norm_pre_normalization"": 0.8731931292553062}, {""absolute_escape_q05"": -0.14692687074398772, ""relative_outward_q05"": -0.028923018136104588, ""escape_rate"": 0.0625, ""compact_radius_q95"": 0.5961741655096554, ""triggered_pairwise_mean"": 0.7413113256619459, ""triggered_pairwise_q05"": 0.6744790025087074, ""all_cluster_clearance_q05"": -0.14692687074398772, ""center_norm_pre_normalization"": 0.8621672293059794}]",compact
